listing_id,host_id,host_name,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,city,neighbourhood,district,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenity_score,number_of_reviews,review_scores_rating,license,instant_bookable,monthly_earning_€,type
75609,401552,Mercedes,1.0,0.88,F,2,2,F,Madrid,Embajadores,Centro,40.40892,-3.69697,Entire place,3,1,1,2,2,56,4.76,T,T,1777.545,airbnb
199016,967721,Santi,0.75,0.14,F,2,2,T,Madrid,Universidad,Centro,40.4257,-3.70383,Private room,1,1,1,1,1,25,4.46,T,F,388.08,airbnb
318826,1636378,Francisco Tomas,1.0,1.0,T,1,1,F,Madrid,Aluche,Latina,40.39577,-3.75985,Entire place,4,1,3,3,4,16,4.93,T,F,891.0,airbnb
339813,1713273,Antonio,0.0,0.0,F,2,2,T,Madrid,Cortes,Centro,40.41204,-3.6975,Entire place,6,1,2,3,0,2,0.0,T,F,79.2,airbnb
345233,1095831,Rosalind  & Tino,0.0,0.0,F,5,5,T,Madrid,Universidad,Centro,40.42504,-3.704,Private room,2,1,1,0,1,4,5.0,T,F,2113.155,airbnb
416705,1958516,Almu Y Santi,0.3,0.6,F,2,2,T,Madrid,Entrevías,Puente de Vallecas,40.379,-3.67423,Private room,2,1,1,1,0,66,4.75,T,F,326.7,airbnb
425616,1724674,Servi-Madrid Servicios&Reformas,0.5,0.0,F,1,1,T,Madrid,Ibiza,Retiro,40.41999,-3.67493,Entire place,4,2,2,2,2,15,4.47,T,F,2227.5,airbnb
442986,2201302,Cesar,0.0,0.0,F,0,0,T,Madrid,Justicia,Centro,40.42389,-3.6977,Entire place,2,1,2,3,2,18,4.59,T,F,207.9,airbnb
547050,2690005,Ulia,0.0,0.0,F,1,1,F,Madrid,Ibiza,Retiro,40.42159,-3.67713,Private room,1,1,1,1,1,1,3.0,T,F,1181.0700000000002,airbnb
549664,2702003,Arancha,0.0,0.0,F,1,1,F,Madrid,Casco Histórico de Vallecas,Villa de Vallecas,40.37057,-3.61511,Private room,1,1,1,1,2,1,0.0,T,T,1308.2142857142858,airbnb
647376,1091014,Carlos Joaquín,1.0,0.0,F,6,6,T,Madrid,Palacio,Centro,40.41163,-3.70822,Entire place,4,1,2,0,3,16,4.69,T,F,1636.47,airbnb
680784,3466426,Pedro,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42136,-3.70541,Private room,2,1,1,1,1,7,4.83,T,F,531.63,airbnb
682889,150072,Esther,1.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.4064,-3.70898,Entire place,1,1,1,1,2,0,0.0,T,F,1425.6,airbnb
692855,3544353,Miguel,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41261,-3.7088,Entire place,4,1,1,2,2,222,4.85,T,F,2079.0,airbnb
750257,130907,Dana,0.25,0.5,F,3,3,F,Madrid,Universidad,Centro,40.42057,-3.70486,Entire place,2,1,1,1,2,23,4.26,T,F,1893.375,airbnb
759575,690223,Alejandro,1.0,1.0,F,1,1,T,Madrid,Justicia,Centro,40.42333,-3.69989,Entire place,5,2,2,5,1,58,4.29,T,F,1697.85,airbnb
970485,5302455,Teressa,0.0,0.0,F,1,1,T,Madrid,Jerónimos,Retiro,40.41835,-3.68955,Entire place,16,5,5,13,2,83,4.9,T,T,9702.0,airbnb
1094899,6015437,Antonio,0.0,0.0,F,1,1,F,Madrid,Peñagrande,Fuencarral - El Pardo,40.47972,-3.73216,Private room,2,1,1,1,1,0,0.0,T,F,148.5,airbnb
1153128,6319722,Alejandra,0.8,1.0,F,2,2,T,Madrid,Trafalgar,Chamberí,40.43752,-3.70019,Private room,1,1,1,0,2,21,4.79,T,F,1023.66,airbnb
1263329,4304796,Aaron,0.0,0.0,F,3,3,T,Madrid,Delicias,Arganzuela,40.39848,-3.69692,Private room,3,1,1,0,1,333,4.86,T,F,1199.484,airbnb
1361648,7392246,Santiago,0.5,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.40856,-3.70269,Private room,2,1,1,1,0,10,4.86,T,T,34.65,airbnb
1656392,8242728,Sofia,0.0,0.0,F,2,2,F,Madrid,Jerónimos,Retiro,40.40901,-3.68895,Private room,1,1,1,1,2,54,4.17,T,F,49.5,airbnb
1678262,8879010,Jose,1.0,1.0,F,1,1,T,Madrid,Universidad,Centro,40.42192,-3.70427,Entire place,3,1,1,2,2,45,4.64,T,F,332.64,airbnb
1704065,8996173,Maria Luisa,0.57,0.0,T,1,1,F,Madrid,Embajadores,Centro,40.41135,-3.69868,Entire place,7,1,2,4,2,331,4.5,T,F,1940.4,airbnb
1717787,4587865,Xavi,0.57,0.67,F,1,1,T,Madrid,Sol,Centro,40.4156,-3.70415,Entire place,5,2,2,3,0,109,4.48,T,T,2752.2,airbnb
1886633,9814959,Ramon,1.0,0.98,F,1,1,T,Madrid,Palacio,Centro,40.41793,-3.71183,Entire place,4,2,2,3,2,0,0.0,T,T,10989.0,airbnb
2895896,14800337,Laura,0.5,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41047,-3.7089,Entire place,2,1,2,2,1,22,4.48,T,F,2633.4,airbnb
3197869,16205347,Gema E Igor,0.0,0.0,F,1,1,T,Madrid,Ciudad Universitaria,Moncloa - Aravaca,40.44739,-3.71322,Entire place,4,2,2,3,3,23,4.96,T,F,2253.35,airbnb
3360988,16955115,Javier,0.0,0.0,F,1,1,F,Madrid,Delicias,Arganzuela,40.39972,-3.69364,Private room,2,1,1,1,2,56,4.91,T,F,1038.96,airbnb
3532218,7872075,Cátia,0.0,0.0,F,1,1,T,Madrid,Acacias,Arganzuela,40.40097,-3.70109,Private room,1,1,1,1,2,28,4.93,T,F,1053.9374999999998,airbnb
3745053,11172003,Belen,0.0,0.0,F,10,10,T,Madrid,Trafalgar,Chamberí,40.42883,-3.69649,Private room,1,6,1,1,2,0,0.0,T,F,89.1,airbnb
4290526,22273662,Jorge,0.0,0.0,F,1,1,T,Madrid,Hispanoamérica,Chamartín,40.45446,-3.66849,Private room,2,2,1,1,1,45,4.71,T,F,1211.7599999999998,airbnb
4300491,22324342,Antonino,0.0,0.0,F,1,1,T,Madrid,Butarque,Villaverde,40.34322,-3.68351,Private room,1,1,1,1,1,12,4.67,T,F,43.56,airbnb
4327734,7236110,Abraham,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42498,-3.70997,Private room,1,1,1,1,1,0,0.0,T,F,94.05,airbnb
4338303,9323145,Arsenio,0.0,0.0,F,1,1,T,Madrid,Fuente del Berro,Salamanca,40.42639,-3.66674,Entire place,3,1,1,2,2,23,4.61,T,F,2016.3,airbnb
4413759,8663665,Javier,1.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41766,-3.70881,Entire place,2,1,1,1,3,46,4.74,T,F,356.4,airbnb
4812872,24787953,Iria,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42852,-3.71445,Entire place,2,1,1,1,1,42,4.7,T,F,1957.3125,airbnb
4876909,25088891,Marisol,0.8,0.7,T,1,1,T,Madrid,Prosperidad,Chamartín,40.44292,-3.67562,Entire place,5,1,2,3,3,111,4.62,T,F,1237.5,airbnb
5083805,26258421,Rosa,0.0,0.0,F,1,1,T,Madrid,Argüelles,Moncloa - Aravaca,40.43178,-3.71738,Private room,3,2,1,1,1,2,0.0,T,F,94.05,airbnb
5105790,26382322,Pablus,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.41098,-3.70126,Entire place,2,1,1,1,1,39,4.33,T,T,1358.28,airbnb
5111331,7746124,Álvar,1.0,1.0,F,1,1,T,Madrid,Sol,Centro,40.41401,-3.70757,Entire place,2,1,1,1,1,58,4.88,T,F,2788.2525,airbnb
5225035,27037481,Amaya,1.0,0.0,T,1,1,T,Madrid,Embajadores,Centro,40.41213,-3.70117,Entire place,3,1,1,0,1,48,4.69,T,T,1957.3125,airbnb
5417939,28085895,Oski,0.0,0.0,F,1,1,T,Madrid,Imperial,Arganzuela,40.41327,-3.71866,Private room,1,1,1,1,2,66,4.77,T,F,247.5,airbnb
5440261,23656496,Miguel,0.0,1.0,F,2,2,T,Madrid,Quintana,Ciudad Lineal,40.43667,-3.64571,Private room,1,1,1,1,1,11,4.82,T,F,531.0,airbnb
5672272,606925,Noelia,1.0,0.6,T,3,3,T,Madrid,Embajadores,Centro,40.4107,-3.7057,Entire place,4,1,1,2,1,183,4.72,T,T,1179.09,airbnb
6140219,1738341,Guillermo,0.89,0.64,F,2,2,T,Madrid,Embajadores,Centro,40.40808,-3.70007,Entire place,6,1,1,3,2,56,4.09,T,F,866.25,airbnb
6215979,9430153,Emilio,0.0,0.0,F,1,1,T,Madrid,Atocha,Arganzuela,40.40152,-3.68443,Private room,2,1,1,2,0,8,4.83,T,F,874.665,airbnb
6244218,17241162,Natalia,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41343,-3.70512,Private room,2,1,1,1,0,161,4.8,T,F,1103.52,airbnb
6413102,4473761,Mari Carmen,0.0,0.0,F,2,2,F,Madrid,Campamento,Latina,40.39786,-3.76865,Private room,1,1,1,1,1,26,4.73,T,F,49.5,airbnb
6518604,6479768,Konstantinos,1.0,0.4,F,1,1,T,Madrid,Cortes,Centro,40.41213,-3.69336,Entire place,2,1,1,2,3,71,4.76,T,F,1115.4,airbnb
6542779,24710433,Alvaro,0.9,1.0,T,2,2,T,Madrid,Palacio,Centro,40.41117,-3.70979,Entire place,4,2,1,1,3,70,4.88,T,T,2912.25,airbnb
6568035,16987500,Sara,1.0,0.0,F,1,1,T,Madrid,Ibiza,Retiro,40.42056,-3.67593,Entire place,4,1,2,3,2,76,4.92,T,F,2790.15,airbnb
6631126,11320061,Donato,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.40826,-3.70232,Private room,2,1,1,1,2,5,4.75,T,F,62.370000000000005,airbnb
6636431,3157621,James,0.0,0.0,F,1,1,T,Madrid,Trafalgar,Chamberí,40.43282,-3.701,Private room,1,1,1,1,2,198,4.85,T,F,67.32,airbnb
6647742,13053383,Ana,1.0,0.0,F,4,4,T,Madrid,Universidad,Centro,40.42335,-3.70469,Entire place,2,1,1,2,1,1,5.0,T,F,103.5,airbnb
6649126,18532795,Cecilia,1.0,0.25,F,0,0,T,Madrid,Embajadores,Centro,40.41086,-3.70484,Entire place,3,1,2,2,1,10,4.9,T,F,1168.9919999999995,airbnb
6681663,34973990,Elías,1.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40613,-3.69695,Private room,1,1,1,1,1,62,4.89,T,F,59.4,airbnb
6724149,17504225,Carlos,0.5,0.0,F,2,2,T,Madrid,Ciudad Jardín,Chamartín,40.44815,-3.67417,Entire place,2,2,2,2,1,6,5.0,T,F,69.3,airbnb
6739068,35290361,Claudio,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.40993,-3.70255,Entire place,6,1,3,6,1,0,0.0,T,F,524.7,airbnb
6849114,3951668,Pablo,1.0,1.0,F,0,0,F,Madrid,Universidad,Centro,40.42545,-3.70184,Entire place,4,1,1,2,0,45,4.67,T,T,1157.31,airbnb
6950087,35050911,José María,1.0,0.92,T,2,2,T,Madrid,Palos de Moguer,Arganzuela,40.40166,-3.69054,Entire place,2,1,1,1,2,139,4.75,T,F,1107.15,airbnb
6982716,36510810,Luis,0.8,0.5,F,2,2,T,Madrid,Cortes,Centro,40.4144,-3.6963,Private room,2,1,1,1,1,0,0.0,T,F,803.88,airbnb
7014936,36772792,Ricardo,0.89,0.43,F,1,1,T,Madrid,Embajadores,Centro,40.40972,-3.70859,Entire place,2,1,1,1,1,8,4.38,T,F,1241.2125,airbnb
7100128,29977184,Matute,0.0,0.0,F,9,9,F,Madrid,Cortes,Centro,40.41283,-3.69906,Entire place,2,1,1,1,2,15,4.69,T,T,4953.3,airbnb
7188392,30412896,Jose,0.0,0.0,F,1,1,T,Madrid,Berruguete,Tetuán,40.45774,-3.70133,Entire place,3,1,1,2,2,0,0.0,T,F,1053.9374999999998,airbnb
7351429,38520967,Carlos,1.0,1.0,F,0,0,T,Madrid,Arcos,San Blas - Canillejas,40.42543752406,-3.620180431501372,Private room,1,1,1,1,0,0,0.0,T,F,539.055,airbnb
7651308,40151078,Avelina,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41084,-3.69892,Entire place,1,1,1,1,2,0,0.0,T,F,1204.5,airbnb
7832520,1485205,George,0.0,0.0,F,2,2,T,Madrid,Cortes,Centro,40.41484,-3.69919,Entire place,2,1,1,2,1,5,4.75,T,F,2606.8114285714287,airbnb
8105404,42763254,Siomara,0.83,0.0,F,1,1,T,Madrid,Ventas,Ciudad Lineal,40.42739,-3.65618,Private room,2,1,1,1,1,3,5.0,T,F,564.795,airbnb
8165824,43099214,Olga,1.0,0.83,F,1,1,T,Madrid,Rios Rosas,Chamberí,40.44039,-3.69812,Private room,2,1,1,1,3,31,4.87,T,F,690.9375,airbnb
8376787,44148590,Macarena,1.0,0.0,F,1,1,F,Madrid,Valdefuentes,Hortaleza,40.48556,-3.66573,Entire place,2,1,1,0,2,17,5.0,T,F,108.9,airbnb
8667962,26551999,Manu & Rose,0.0,0.0,T,1,1,T,Madrid,Argüelles,Moncloa - Aravaca,40.42504,-3.71238,Private room,2,2,1,2,2,230,4.9,T,F,1119.6,airbnb
8694208,40180607,James,1.0,0.0,F,2,2,T,Madrid,Ventas,Ciudad Lineal,40.41933,-3.65106,Entire place,4,1,2,2,3,13,4.46,T,F,1264.725,airbnb
8798083,46102927,Meggy,1.0,0.0,F,2,2,T,Madrid,Quintana,Ciudad Lineal,40.43954,-3.64265,Private room,2,1,1,2,0,225,4.8,T,F,376.596,airbnb
8826607,46231239,Isidro,0.0,0.0,F,1,1,F,Madrid,Ventas,Ciudad Lineal,40.42911,-3.65497,Private room,1,1,1,1,2,2,5.0,T,F,24.75,airbnb
8851984,19730570,Alvaro,0.0,1.0,T,1,1,T,Madrid,Trafalgar,Chamberí,40.43555,-3.7034,Entire place,4,1,2,2,1,28,4.85,T,F,2000.625,airbnb
8946466,19033794,Bárbara,1.0,1.0,T,2,2,T,Madrid,Ciudad Jardín,Chamartín,40.44543,-3.67359,Private room,2,1,1,1,3,1,5.0,T,F,534.6,airbnb
8948488,46773436,Faustino,1.0,1.0,F,3,3,T,Madrid,Embajadores,Centro,40.40977,-3.69593,Entire place,3,1,2,2,1,53,4.67,T,T,2883.375,airbnb
9108730,41274031,Lucero,1.0,0.2,F,1,1,T,Madrid,Embajadores,Centro,40.41075,-3.69739,Entire place,1,1,1,1,1,16,4.5,T,F,1228.21875,airbnb
9379442,4270801,Jose Antonio,0.0,0.0,T,1,1,T,Madrid,Embajadores,Centro,40.40925,-3.70261,Entire place,4,1,1,2,3,94,4.94,T,F,1927.2,airbnb
9740740,6723066,Alberto,0.5,0.5,F,1,1,T,Madrid,Almenara,Tetuán,40.47077,-3.70091,Entire place,2,1,1,1,2,23,4.75,T,F,1034.55,airbnb
9776551,7901550,Jacek,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.42022,-3.70641,Private room,1,1,1,1,0,1,5.0,T,F,542.025,airbnb
9856865,50736423,Maddy,0.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40637,-3.69424,Entire place,4,1,1,0,0,116,4.4,T,F,2613.6000000000004,airbnb
9862245,47983688,Francisco,0.75,1.0,F,1,1,T,Madrid,Justicia,Centro,40.42397,-3.6996,Entire place,3,1,1,2,2,96,4.77,T,F,1435.5,airbnb
9991044,49178744,Andrea,0.0,0.0,F,1,1,F,Madrid,La Paz,Fuencarral - El Pardo,40.48486,-3.70343,Private room,1,1,1,1,1,2,5.0,T,F,282.15,airbnb
10094888,51800685,Angel,0.83,0.67,F,0,0,T,Madrid,Justicia,Centro,40.42074,-3.6994,Entire place,4,1,2,2,2,0,0.0,T,F,2922.48,airbnb
10095298,51804997,Eva,0.0,0.0,F,1,1,F,Madrid,Justicia,Centro,40.42181,-3.69992,Entire place,2,1,1,1,0,1,5.0,T,F,297.0,airbnb
10149445,24021937,Baldo,1.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42162,-3.70496,Private room,2,1,1,1,0,0,0.0,T,F,49.5,airbnb
10281406,464858,Amanda,0.0,0.0,T,1,1,T,Madrid,Rejas,San Blas - Canillejas,40.44614,-3.5872,Private room,2,1,1,2,3,62,4.95,T,F,858.0,airbnb
10352331,13038563,Isabel,1.0,1.0,F,2,2,F,Madrid,Universidad,Centro,40.42662,-3.71019,Entire place,3,1,1,1,4,2,5.0,T,F,1529.55,airbnb
10739682,55519752,Jason,0.0,0.0,F,1,1,T,Madrid,Prosperidad,Chamartín,40.44591,-3.66915,Private room,2,1,1,1,1,32,4.78,T,T,495.0,airbnb
10805912,42076124,Eliane,0.25,0.5,F,2,2,T,Madrid,Goya,Salamanca,40.42585,-3.67674,Entire place,5,2,2,4,2,71,4.87,T,F,4215.749999999999,airbnb
11054846,16365487,Edu&Manu,0.0,0.0,F,0,0,T,Madrid,Embajadores,Centro,40.41041,-3.70701,Private room,2,1,1,1,1,10,4.9,T,F,2786.1428571428573,airbnb
11186198,15318459,Sophia,1.0,0.99,F,3,3,T,Madrid,Embajadores,Centro,40.41283,-3.70565,Entire place,3,1,1,1,1,516,4.2,T,T,1844.7,airbnb
11186198,19327847,Julia,0.0,1.0,F,2,2,T,Madrid,Embajadores,Centro,40.41283,-3.70565,Entire place,2,1,1,1,1,616,4.2,T,T,1844.7,airbnb
11221120,5675916,Tea,0.77,0.86,F,4,4,T,Madrid,Chopera,Arganzuela,40.39524,-3.70052,Private room,2,2,1,2,1,110,4.62,T,F,520.74,airbnb
11371812,59513565,Raquel,0.0,0.0,T,1,1,F,Madrid,Goya,Salamanca,40.4251,-3.67877,Entire place,2,1,1,1,2,48,4.94,T,F,2844.6,airbnb
11519247,60721694,Mikel,0.0,0.0,F,1,1,T,Madrid,Justicia,Centro,40.42252,-3.69491,Entire place,4,1,2,3,1,20,5.0,T,F,12102.75,airbnb
11558221,61042224,Johana,0.0,0.0,T,1,1,T,Madrid,Opañel,Carabanchel,40.39431,-3.7204,Private room,1,1,1,1,1,56,4.91,T,F,677.16,airbnb
11576456,32248375,Carmen,1.0,0.75,F,1,1,T,Madrid,Gaztambide,Chamberí,40.43274,-3.7129,Private room,2,1,1,0,2,18,4.82,T,F,57.915,airbnb
11645913,24474814,Javier Y Belén,0.0,0.0,T,2,2,T,Madrid,Universidad,Centro,40.42153,-3.70348,Private room,2,1,1,1,3,205,4.9,T,T,2097.975,airbnb
11687077,50712233,Maria,1.0,0.0,F,3,3,T,Madrid,Argüelles,Moncloa - Aravaca,40.42721,-3.7147,Private room,1,1,1,1,1,3,5.0,T,F,217.8,airbnb
11703355,25645065,Diana,1.0,1.0,T,4,4,T,Madrid,Universidad,Centro,40.42493,-3.70411,Entire place,2,1,1,1,2,130,4.89,T,T,1178.1,airbnb
11755598,2417075,Alejandro Y Nelia,1.0,0.98,F,2,2,T,Madrid,Almagro,Chamberí,40.43616,-3.69833,Entire place,4,1,1,2,0,9,4.11,T,F,2018.445,airbnb
11844156,60648006,Iris,1.0,0.0,F,1,1,F,Madrid,Aluche,Latina,40.38712,-3.75781,Private room,1,1,1,1,0,11,4.67,T,F,59.400000000000006,airbnb
11890062,50601565,Inversiones,0.0,0.0,F,1,1,T,Madrid,Argüelles,Moncloa - Aravaca,40.42529,-3.71272,Entire place,6,1,2,2,3,88,4.8,T,F,1902.78,airbnb
12055163,21819278,Ana,0.0,0.0,F,1,1,T,Madrid,San Pascual,Ciudad Lineal,40.44379,-3.64932,Private room,2,1,1,1,1,70,4.78,T,F,78.21,airbnb
12068435,64660753,Roberto,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42259,-3.7022,Entire place,4,1,2,3,1,36,4.83,T,F,163.35,airbnb
12125763,25580495,Veronica,0.86,0.33,F,1,1,T,Madrid,Embajadores,Centro,40.41057,-3.70266,Entire place,4,1,1,1,1,16,4.94,T,F,1142.46,airbnb
12195116,65558299,Luis,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41996,-3.70862,Entire place,3,1,1,1,2,171,4.86,T,T,2107.8749999999995,airbnb
12292259,66253450,Aurora3,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42612,-3.70977,Entire place,2,1,1,1,0,332,4.51,T,F,1291.125,airbnb
12378071,52165207,Maria José,0.0,0.0,F,1,1,T,Madrid,Berruguete,Tetuán,40.4597,-3.69984,Private room,1,1,1,1,1,13,4.5,T,F,602.25,airbnb
12677042,5160761,Ana,0.0,1.0,F,1,1,T,Madrid,Fuente del Berro,Salamanca,40.426,-3.66798,Private room,2,2,1,1,1,0,0.0,T,F,13550.625,airbnb
12736674,1208977,Alana,1.0,0.0,F,0,0,T,Madrid,Sol,Centro,40.41439,-3.70613,Entire place,6,1,1,2,1,0,0.0,T,F,49.5,airbnb
12754177,7494169,Piergiò,0.0,0.0,F,1,1,T,Madrid,Goya,Salamanca,40.42328,-3.67857,Private room,1,1,1,1,2,12,4.64,T,F,71.28,airbnb
12769559,8486226,Clara,0.0,0.0,F,1,1,F,Madrid,Vallehermoso,Chamberí,40.44412,-3.70586,Private room,2,1,1,2,0,6,4.8,T,F,648.945,airbnb
12848664,10750061,Pablo,0.0,0.0,F,1,1,T,Madrid,Almagro,Chamberí,40.42955,-3.69292,Entire place,3,1,1,2,1,29,4.52,T,F,1013.265,airbnb
12869407,2769811,Laura,0.0,0.0,T,1,1,T,Madrid,Quintana,Ciudad Lineal,40.43842,-3.63748,Private room,2,1,1,1,3,85,4.92,T,F,970.2,airbnb
13276051,9082496,Daniel,0.0,0.0,F,1,1,F,Madrid,Delicias,Arganzuela,40.39495,-3.69424,Entire place,4,2,3,2,1,0,0.0,T,F,873.2624999999999,airbnb
13341734,55125751,Angeles,0.0,0.0,F,2,2,T,Madrid,Cuatro Caminos,Tetuán,40.45548,-3.69485,Private room,2,1,1,2,0,3,4.0,T,F,69.3,airbnb
13390830,76153971,Sole,0.0,0.0,F,2,2,T,Madrid,Ciudad Universitaria,Moncloa - Aravaca,40.45705,-3.71275,Private room,1,2,1,2,3,6,5.0,T,T,1288.881,airbnb
13473143,77083940,Cristina,1.0,0.0,F,1,1,F,Madrid,Adelfas,Retiro,40.40521,-3.67048,Entire place,2,1,1,1,2,16,4.27,T,F,1718.64,airbnb
13488025,77241383,Pedro,0.0,0.0,F,3,3,T,Madrid,Concepción,Ciudad Lineal,40.43713,-3.65338,Private room,3,1,1,1,1,325,4.58,T,F,544.5,airbnb
13543156,3850303,Javier,0.63,1.0,F,1,1,T,Madrid,Costillares,Ciudad Lineal,40.47655,-3.67078,Entire place,6,2,2,4,3,31,4.72,T,F,113.85,airbnb
13582120,77920716,Ginesa,0.0,0.0,T,1,1,F,Madrid,Estrella,Retiro,40.41787,-3.6677,Private room,1,1,1,0,1,93,4.86,T,F,594.0,airbnb
13582810,38660789,Nick,0.0,0.0,F,1,1,T,Madrid,Niño Jesús,Retiro,40.41105,-3.67424,Entire place,10,2,3,0,1,1,5.0,T,F,668.25,airbnb
13639349,806879,Lucia,0.0,0.0,F,1,1,T,Madrid,Valverde,Fuencarral - El Pardo,40.49223,-3.69226,Entire place,4,2,2,1,2,0,0.0,T,F,2107.8749999999995,airbnb
13732593,78913351,Miguel,1.0,0.0,F,5,5,T,Madrid,Delicias,Arganzuela,40.39972,-3.69713,Private room,1,2,1,1,1,0,0.0,T,F,484.38000000000005,airbnb
13756542,80638392,Angelica,1.0,1.0,F,1,1,F,Madrid,Goya,Salamanca,40.42864,-3.67643,Private room,3,1,1,1,2,62,4.42,T,F,512.8199999999999,airbnb
13760792,42148999,Marta,1.0,0.33,T,2,2,T,Madrid,Sol,Centro,40.41654,-3.70588,Entire place,5,1,3,3,1,357,4.74,T,F,2813.58,airbnb
13924446,2418186,Begoña,0.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40507,-3.69691,Entire place,3,1,1,2,1,53,4.63,T,T,1397.1375,airbnb
13937281,18381988,Francesca,0.8,0.67,F,3,3,F,Madrid,Universidad,Centro,40.42771,-3.70717,Entire place,4,1,2,2,1,8,4.75,T,F,2687.454,airbnb
13978167,24555467,Pilar,0.0,0.0,F,1,1,T,Madrid,Castilla,Chamartín,40.47734,-3.68417,Private room,2,1,1,2,1,19,4.95,T,F,752.4,airbnb
14082589,72658130,María Victoria,1.0,0.0,F,0,0,T,Madrid,Valverde,Fuencarral - El Pardo,40.49155,-3.69749,Private room,1,1,1,1,0,1,0.0,T,F,762.3000000000001,airbnb
14514754,43924905,Edu,0.53,0.25,F,1,1,F,Madrid,Universidad,Centro,40.42493,-3.71107,Entire place,5,1,2,3,3,3,4.67,T,F,2499.75,airbnb
14567517,88625874,Bianca,0.0,0.0,F,5,5,F,Madrid,Palomas,Hortaleza,40.4534,-3.61353,Private room,1,1,1,1,2,4,4.67,T,F,1769.625,airbnb
14648958,5270686,Víctor Manuel,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.42179,-3.71044,Private room,1,1,1,1,1,1,5.0,T,F,1426.194,airbnb
14780389,92255969,You,1.0,0.0,F,1,1,T,Madrid,Salvador,San Blas - Canillejas,40.4415,-3.63227,Private room,2,1,1,1,1,21,4.62,T,F,534.6,airbnb
14882631,93321091,Jesús,0.0,0.0,F,1,1,F,Madrid,Imperial,Arganzuela,40.41163,-3.7208,Entire place,8,1,3,5,3,82,4.77,T,F,1505.625,airbnb
14949924,9437939,Entia,0.0,0.0,F,1,1,F,Madrid,Fuente del Berro,Salamanca,40.42535,-3.66766,Private room,2,1,1,1,2,94,4.83,T,F,554.4,airbnb
15012039,91434542,Maria Jose,0.0,0.0,F,1,1,T,Madrid,Moscardó,Usera,40.39022,-3.70702,Private room,2,1,2,0,1,1,5.0,T,F,935.5499999999998,airbnb
15243863,31505020,Toñi,0.0,1.0,F,1,1,T,Madrid,Embajadores,Centro,40.40829,-3.69627,Entire place,3,1,2,2,0,25,4.95,T,F,1146.1725,airbnb
15269615,97144433,Jorge,0.83,0.0,F,1,1,F,Madrid,Sol,Centro,40.41633,-3.70361,Entire place,6,1,4,0,1,109,4.54,T,F,2400.75,airbnb
15278012,38603361,Antonio,0.0,0.0,F,2,2,F,Madrid,Embajadores,Centro,40.40882,-3.69901,Private room,2,1,1,1,0,165,4.6,T,F,992.97,airbnb
15369122,33501723,Ana,1.0,0.0,F,1,1,T,Madrid,Palomeras Bajas,Puente de Vallecas,40.37921,-3.65801,Private room,2,1,1,1,2,13,5.0,T,F,582.6150000000001,airbnb
15460051,99192836,Maria,1.0,1.0,F,1,1,T,Madrid,Goya,Salamanca,40.42558,-3.67885,Entire place,2,1,1,1,3,6,4.83,T,T,1470.15,airbnb
15493350,99320071,Juan Antonio,1.0,0.5,F,1,1,T,Madrid,Canillas,Hortaleza,40.46321,-3.63146,Entire place,5,1,3,4,3,53,4.77,T,F,2386.8,airbnb
15495427,55465187,Jac,0.6,0.33,F,2,2,F,Madrid,Comillas,Carabanchel,40.39486,-3.7118,Private room,3,1,1,1,2,1,4.0,T,F,39.6,airbnb
15522468,48574926,Daniel John,1.0,0.0,F,0,0,T,Madrid,Embajadores,Centro,40.4126,-3.70173,Private room,2,1,1,1,2,0,0.0,T,F,1182.15,airbnb
15539547,99977263,Magdaleno,0.88,0.0,F,1,1,T,Madrid,Valverde,Fuencarral - El Pardo,40.48705,-3.68808,Entire place,4,1,2,3,0,18,4.76,T,F,1128.6,airbnb
15645521,100942694,David,0.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.4053,-3.69149,Entire place,6,1,2,2,1,181,4.78,T,T,277172.28,airbnb
