listing_id,host_id,host_name,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,city,neighbourhood,district,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenity_score,number_of_reviews,review_scores_rating,license,instant_bookable,monthly_earning_€,type
17725607,4172001,Javier,1.0,0.62,F,1,1,T,Madrid,Fontarrón,Moratalaz,40.40167,-3.6443,Entire place,5,1,3,3,3,15,4.6,T,F,1621.125,airbnb
17517955,93081699,José,1.0,0.79,T,0,0,F,Madrid,Goya,Salamanca,40.42753,-3.67575,Private room,1,1,1,1,5,45,5.0,T,F,2398.605,airbnb
17730772,120900525,Ángeles,1.0,0.95,F,1,1,T,Madrid,Sol,Centro,40.41459,-3.70393,Entire place,4,1,1,2,3,86,4.79,T,F,1163.9571428571428,airbnb
17731717,27997968,Marta,1.0,1.0,F,0,0,T,Madrid,Embajadores,Centro,40.40947,-3.69625,Entire place,2,1,1,1,1,91,4.76,T,T,8906.2875,airbnb
17520670,118793746,Jose,0.0,0.0,F,2,2,F,Madrid,Simancas,San Blas - Canillejas,40.42754,-3.62529,Private room,1,1,1,1,0,122,4.64,T,F,734.5799999999999,airbnb
17527525,118855251,Pablo,1.0,1.0,T,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40519,-3.69249,Entire place,3,1,2,2,3,119,4.63,T,F,4957.259999999999,airbnb
17733447,95453068,Kamran,0.0,0.0,F,1,1,T,Madrid,Goya,Salamanca,40.42677,-3.67858,Entire place,2,1,1,1,1,0,0.0,T,F,2571.03,airbnb
17734315,105805233,Pablo,0.0,0.0,F,1,1,F,Madrid,Castilla,Chamartín,40.46794,-3.66944,Private room,2,2,1,1,3,0,0.0,T,F,1072.005,airbnb
17529859,70221288,Dulce,1.0,1.0,T,1,1,T,Madrid,Cortes,Centro,40.4143,-3.7018,Entire place,3,1,1,2,2,191,4.95,T,T,4919.0625,airbnb
17742031,118174320,Marcos,0.0,0.0,F,1,1,T,Madrid,Castillejos,Tetuán,40.46079,-3.69716,Private room,1,1,1,1,1,0,0.0,T,T,2098.8,airbnb
17535577,116954432,Nina,1.0,0.98,T,0,0,T,Madrid,Embajadores,Centro,40.41314,-3.70371,Entire place,4,1,1,2,2,133,4.89,T,F,7291.4325,airbnb
17541183,88670939,Laila,1.0,0.94,F,1,1,T,Madrid,Los Angeles,Villaverde,40.36029,-3.69859,Entire place,4,1,2,3,2,118,4.91,T,F,5359.6125,airbnb
17743640,17204886,May,1.0,0.98,F,1,1,T,Madrid,Pilar,Fuencarral - El Pardo,40.48393,-3.70834,Entire place,3,1,2,2,2,105,4.35,T,F,3943.83,airbnb
17553971,119002469,Antonio,1.0,0.95,F,1,1,T,Madrid,Palacio,Centro,40.41633,-3.70975,Entire place,4,1,1,1,3,93,4.85,T,T,2397.681,airbnb
17759717,101837171,Charo,1.0,0.71,F,2,2,F,Madrid,Cuatro Caminos,Tetuán,40.4531,-3.69586,Private room,1,1,1,1,2,22,4.73,T,F,1756.0125,airbnb
17567666,119273434,Uge,0.0,0.0,F,1,1,F,Madrid,Ciudad Jardín,Chamartín,40.4447,-3.67693,Private room,1,1,1,1,3,1,5.0,T,F,1521.63,airbnb
17567800,64956719,Dinorah,0.0,0.0,F,1,1,T,Madrid,Delicias,Arganzuela,40.3995,-3.69695,Entire place,6,2,3,4,3,102,4.87,T,F,4520.01,airbnb
17892372,51674218,Pablo,0.0,0.0,F,1,1,T,Madrid,Lucero,Latina,40.40826,-3.7442,Entire place,5,2,3,4,2,29,4.69,T,T,2361.15,airbnb
17762660,88431017,Guillermo,1.0,1.0,F,2,2,T,Madrid,Hispanoamérica,Chamartín,40.45593,-3.68067,Entire place,8,2,3,4,1,293,4.57,T,T,6671.5275,airbnb
17897946,122624585,Jose Miguel,1.0,1.0,F,1,1,T,Madrid,Almagro,Chamberí,40.43371,-3.69109,Entire place,4,1,1,2,2,88,4.84,T,T,3514.5,airbnb
17900282,122388260,Veronica,0.0,0.0,F,1,1,F,Madrid,Puerta del Angel,Latina,40.40469,-3.73935,Entire place,2,1,1,1,0,33,4.78,T,F,2181.3,airbnb
17765189,28608614,Elsa & Gabriel,1.0,1.0,T,2,2,T,Madrid,Palos de Moguer,Arganzuela,40.40199,-3.69439,Entire place,2,1,1,1,2,225,4.7,T,T,2725.14,airbnb
17901271,57842730,Bill,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42648,-3.70441,Entire place,4,1,1,1,3,31,4.77,T,F,5734.74,airbnb
17903615,122684529,Lucia,0.33,0.24,F,1,1,T,Madrid,Embajadores,Centro,40.41006,-3.70907,Private room,2,1,1,2,2,5,5.0,T,F,2411.5575,airbnb
17903863,29939898,Rubén,1.0,0.97,F,1,1,T,Madrid,Universidad,Centro,40.42448,-3.70169,Entire place,4,1,1,2,3,121,4.87,T,F,7105.972500000001,airbnb
17774070,121346580,Puri,0.0,0.0,F,1,1,F,Madrid,La Paz,Fuencarral - El Pardo,40.48407,-3.70655,Private room,2,1,1,1,2,28,4.86,T,F,2578.95,airbnb
17776165,95404148,Rafael,0.0,0.0,F,1,1,F,Madrid,Portazgo,Puente de Vallecas,40.39136,-3.64793,Private room,1,1,1,1,0,21,4.81,T,F,674.685,airbnb
17802908,89137081,Andrea,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.4269,-3.71174,Entire place,6,1,2,2,2,4,5.0,T,F,4984.65,airbnb
17914341,4316644,Andres,0.0,0.0,F,1,1,T,Madrid,Berruguete,Tetuán,40.46087,-3.70035,Private room,2,1,1,1,0,0,0.0,T,T,787.05,airbnb
17914512,122804913,Jose,0.89,0.86,T,1,1,T,Madrid,Rios Rosas,Chamberí,40.44598,-3.69926,Entire place,4,2,2,2,3,93,4.94,T,F,6799.650000000001,airbnb
17823052,66310011,María Luz,1.0,1.0,T,3,3,T,Madrid,Universidad,Centro,40.42632,-3.70495,Entire place,2,1,1,1,4,100,4.89,T,T,1549.0200000000002,airbnb
17924090,33710002,Paula,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.424,-3.70587,Entire place,3,1,1,2,1,0,0.0,T,F,34105.5,airbnb
17930771,115458397,Nieves,1.0,0.64,T,1,1,T,Madrid,Pacífico,Retiro,40.40502,-3.6726,Entire place,4,2,2,4,4,133,4.89,T,F,5214.412499999999,airbnb
17838023,100939487,Elenyta,0.0,0.0,F,1,1,T,Madrid,San Diego,Puente de Vallecas,40.39452,-3.66582,Private room,2,1,1,1,0,8,5.0,T,T,1311.75,airbnb
17839999,122001666,Javier Y Pablo,1.0,1.0,F,1,1,T,Madrid,Cortes,Centro,40.41523,-3.70137,Entire place,4,1,2,3,1,79,4.68,T,F,3845.9025,airbnb
17932739,122977557,José,1.0,1.0,T,1,1,T,Madrid,Cortes,Centro,40.41289,-3.69662,Entire place,6,2,2,3,2,169,4.68,T,F,4938.56,airbnb
17841613,97747522,Yasmin,1.0,1.0,F,1,1,T,Madrid,Embajadores,Centro,40.41032,-3.69983,Entire place,2,1,1,2,2,127,4.37,T,T,2656.5,airbnb
17933443,12230900,Anabela’s Support Team,0.87,0.99,F,2,2,T,Madrid,Universidad,Centro,40.4233,-3.70385,Entire place,4,1,2,2,2,124,4.57,T,F,7963.725,airbnb
17933497,20512685,Nuria,1.0,0.88,F,1,1,T,Madrid,Rios Rosas,Chamberí,40.44301,-3.70114,Private room,1,1,1,2,3,28,4.96,T,F,3661.11,airbnb
17846933,2405945,Noelia,1.0,1.0,F,1,1,T,Madrid,Palacio,Centro,40.41124,-3.71184,Entire place,4,1,2,2,1,113,4.48,T,T,5273.8125,airbnb
17851658,69326677,Rafael,0.0,0.0,F,1,1,F,Madrid,Cuatro Caminos,Tetuán,40.45462,-3.69634,Entire place,2,1,1,2,2,5,3.2,T,T,2361.15,airbnb
17853779,53928475,Alfonso,1.0,0.0,F,1,1,F,Madrid,Arapiles,Chamberí,40.43522,-3.70723,Private room,1,1,1,1,0,25,4.83,T,T,1049.4,airbnb
17859877,20128787,Juan,0.0,0.0,F,1,1,T,Madrid,Arapiles,Chamberí,40.43413,-3.70714,Private room,1,1,1,1,1,7,4.8,T,T,1731.51,airbnb
17883297,122465477,Enrique,0.0,0.0,F,1,1,F,Madrid,Ciudad Jardín,Chamartín,40.44685,-3.67494,Private room,1,1,1,1,0,17,4.5,T,F,942.975,airbnb
17939045,41732982,Katherin,0.0,0.0,F,1,1,F,Madrid,Pacífico,Retiro,40.4058,-3.6743,Private room,1,1,1,1,0,17,4.81,T,T,1311.75,airbnb
17940427,43844074,Fernando,0.0,1.0,F,1,1,T,Madrid,Cortes,Centro,40.41373,-3.69604,Entire place,4,1,1,2,0,86,4.57,T,T,4169.962500000001,airbnb
17955687,122981276,Servicios Y Arrendamientos,0.94,1.0,F,27,27,T,Madrid,Aguilas,Latina,40.37598,-3.76459,Entire place,4,1,2,3,1,2,4.5,T,T,438610.0125,airbnb
17960977,63619116,Viviana,1.0,1.0,F,1,1,T,Madrid,Palacio,Centro,40.41379,-3.71241,Entire place,2,1,1,1,1,10,4.8,T,F,2920.41,airbnb
18139318,125049921,Elena,0.0,0.0,F,1,1,F,Madrid,Lucero,Latina,40.40761,-3.74334,Private room,1,1,1,1,1,0,0.0,T,F,243.54,airbnb
17967309,46064960,Rafael,1.0,0.0,F,5,5,F,Madrid,Chopera,Arganzuela,40.39243,-3.69611,Private room,1,1,1,1,0,0,0.0,T,F,1070.025,airbnb
18146906,125123150,Cesar,1.0,1.0,T,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40279,-3.68841,Entire place,4,1,1,2,1,106,4.63,T,T,1410.75,airbnb
18147028,88043,Caye,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41205,-3.70338,Entire place,4,1,1,2,1,23,4.96,T,T,6348.869999999999,airbnb
18147455,125126426,Jelisaveta Elizabeth,1.0,1.0,F,1,1,T,Madrid,Jerónimos,Retiro,40.42061,-3.6843,Entire place,4,1,1,3,2,85,4.46,T,F,2163.8100000000004,airbnb
17973836,96718304,Carlos,0.0,0.0,F,1,1,T,Madrid,El Viso,Chamartín,40.43782,-3.68326,Entire place,10,2,3,4,2,2,5.0,T,F,8290.26,airbnb
17978148,68669881,Ignacio,1.0,0.97,F,1,1,T,Madrid,Cortes,Centro,40.41286,-3.69757,Entire place,4,1,2,3,1,106,4.89,T,T,4161.2175,airbnb
17979438,67227288,Miguel Ángel,0.0,0.0,F,1,1,T,Madrid,Lista,Salamanca,40.42979,-3.6781,Entire place,4,1,1,2,1,1,0.0,T,T,4145.13,airbnb
18150468,95998242,Sergio,0.0,0.0,F,2,2,T,Madrid,Prosperidad,Chamartín,40.44616,-3.67056,Entire place,3,1,1,1,3,17,4.53,T,F,4082.1,airbnb
18001589,123726483,Gaia,0.0,0.0,F,1,1,F,Madrid,Gaztambide,Chamberí,40.43378,-3.7125,Entire place,2,1,1,1,0,2,5.0,T,T,2098.8,airbnb
18150744,11429807,Sergio,1.0,1.0,T,1,1,F,Madrid,Cortes,Centro,40.41554,-3.70129,Entire place,4,1,2,3,2,220,4.83,T,F,9428.1,airbnb
18003944,53400845,Alfredo,1.0,1.0,T,2,2,T,Madrid,Embajadores,Centro,40.41155,-3.70689,Entire place,2,1,1,2,1,176,4.98,T,T,6016.065,airbnb
18011722,58980411,Sultan,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42115,-3.70503,Private room,2,1,1,1,0,1,5.0,T,F,1154.34,airbnb
18012520,117880668,Carlos,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41122,-3.70963,Entire place,4,1,1,2,0,7,4.67,T,F,5247.0,airbnb
18155070,125191135,Rafa & Ali,1.0,0.99,F,1,1,T,Madrid,Simancas,San Blas - Canillejas,40.4367,-3.63438,Entire place,2,1,1,1,3,208,4.81,T,F,2969.2575,airbnb
18157287,112913580,Jorge Y Juanje,0.0,0.0,F,2,2,T,Madrid,Embajadores,Centro,40.40963,-3.70361,Entire place,4,1,1,2,1,120,4.92,T,T,3635.775,airbnb
18018327,14421692,Misang,1.0,0.0,F,1,1,T,Madrid,Lista,Salamanca,40.42895,-3.67917,Entire place,5,2,3,3,1,23,4.48,T,F,6141.5475,airbnb
18020233,123909786,Ana,1.0,1.0,T,2,2,T,Madrid,Embajadores,Centro,40.4104,-3.70133,Entire place,4,1,2,3,3,48,4.85,T,T,4821.465,airbnb
18157874,32068100,Yara,1.0,0.97,T,2,2,T,Madrid,Canillas,Hortaleza,40.4602,-3.64938,Private room,1,1,1,1,1,61,4.69,T,F,1659.9,airbnb
18024767,91005550,Liley,0.0,0.0,F,1,1,T,Madrid,Adelfas,Retiro,40.39834,-3.66977,Entire place,2,1,2,2,2,5,4.33,T,F,2885.8500000000004,airbnb
18027290,96541548,Nestor,0.0,0.0,F,1,1,T,Madrid,Acacias,Arganzuela,40.40428,-3.70488,Entire place,2,1,1,1,1,9,5.0,T,F,3410.55,airbnb
18166881,116399768,David,1.0,0.17,F,1,1,T,Madrid,Embajadores,Centro,40.40569,-3.70427,Entire place,2,1,1,1,1,31,4.67,T,F,1272.2914285714285,airbnb
18029017,127650772,Minty,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.40846,-3.69424,Entire place,8,3,4,6,1,126,4.7,T,F,8991.4275,airbnb
18170275,99981049,Rafael,1.0,0.97,F,1,1,T,Madrid,Sol,Centro,40.41524,-3.70693,Entire place,4,2,2,3,4,45,5.0,T,F,21574.987500000003,airbnb
18185961,125473808,Fayda,0.0,0.0,F,1,1,T,Madrid,Comillas,Carabanchel,40.39427,-3.70847,Private room,1,1,1,1,1,0,0.0,T,F,207.9,airbnb
18187535,50676770,Ivonne,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41262,-3.70628,Shared room,1,1,1,1,1,3,4.33,T,F,891.9899999999999,airbnb
18192922,23785035,Helena,0.0,0.0,F,1,1,T,Madrid,Arapiles,Chamberí,40.43144,-3.70563,Entire place,2,1,1,1,2,18,4.94,T,F,4130.775,airbnb
18033542,124023070,Raquel,1.0,0.97,F,1,1,T,Madrid,Goya,Salamanca,40.42863,-3.67521,Entire place,5,2,2,4,1,77,4.42,T,T,5055.8475,airbnb
18195354,4348783,Yolanda,0.0,1.0,F,1,1,T,Madrid,Embajadores,Centro,40.4133,-3.70734,Entire place,3,1,1,2,3,52,4.96,T,T,5500.6875,airbnb
18036000,124064709,Teresa,1.0,1.0,F,0,0,T,Madrid,Palacio,Centro,40.41292,-3.71166,Private room,1,1,1,1,1,3,4.67,T,F,407.3025,airbnb
18209448,16245561,Sofia,0.0,0.0,F,0,0,T,Madrid,Ventas,Ciudad Lineal,40.43115,-3.65883,Private room,2,1,1,1,1,101,4.62,T,F,1574.1,airbnb
18037011,85085945,Jorge,1.0,1.0,F,1,1,T,Madrid,Embajadores,Centro,40.41115,-3.70336,Entire place,3,1,1,2,3,103,4.77,T,T,2224.44,airbnb
18237974,123502010,Gaurav,0.0,0.0,F,1,1,F,Madrid,Justicia,Centro,40.42151,-3.70056,Shared room,1,1,1,1,0,0,0.0,T,F,1783.9799999999998,airbnb
18245617,126071208,Maria,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42548,-3.70308,Private room,2,2,1,1,0,7,4.29,T,F,1574.1,airbnb
18039199,124105329,Katherin,0.0,0.0,F,1,1,F,Madrid,Pacífico,Retiro,40.40536,-3.67626,Private room,1,1,1,1,1,2,4.5,T,T,1356.795,airbnb
18246902,22305391,Sol,1.0,1.0,F,2,2,T,Madrid,Arapiles,Chamberí,40.43006,-3.70908,Private room,1,1,1,1,2,92,4.92,T,T,708.51,airbnb
18247891,63731862,Isabel,0.0,0.0,F,2,2,T,Madrid,Hellín,San Blas - Canillejas,40.43039,-3.61631,Entire place,5,1,3,4,0,58,4.79,T,F,1855.425,airbnb
18251416,47303750,Andrea,0.6,0.94,F,2,2,T,Madrid,Puerta del Angel,Latina,40.41207,-3.73234,Entire place,3,1,2,2,1,61,4.5,T,F,2005.47,airbnb
18049992,45617608,Sandra,0.0,0.0,F,3,3,T,Madrid,Universidad,Centro,40.42513,-3.70407,Private room,2,1,1,1,1,8,4.0,T,T,41976.0,airbnb
18051043,72547034,Zaida,0.0,0.0,F,1,1,T,Madrid,Amposta,San Blas - Canillejas,40.42564,-3.62215,Entire place,4,1,1,1,1,1,5.0,T,F,52470.0,airbnb
18053600,124249535,Anna,1.0,0.0,F,1,1,F,Madrid,Chopera,Arganzuela,40.39751,-3.69768,Private room,2,1,1,1,2,47,4.98,T,F,1807.575,airbnb
18252446,42621480,Gerard Y Byron,1.0,0.99,T,3,3,T,Madrid,Embajadores,Centro,40.40636,-3.70356,Entire place,2,1,1,1,2,261,4.89,T,F,1194.435,airbnb
18055157,99880805,Sonia,1.0,0.78,F,1,1,T,Madrid,Aravaca,Moncloa - Aravaca,40.45444,-3.78334,Private room,1,1,1,1,1,21,4.95,T,F,638.9625,airbnb
18062732,42611021,Ana,1.0,0.83,F,1,1,F,Madrid,El Viso,Chamartín,40.44759,-3.68323,Private room,1,1,1,1,1,37,4.89,T,F,2823.15,airbnb
18271284,126308580,Fernando,1.0,0.93,T,1,1,T,Madrid,Valdefuentes,Hortaleza,40.48681,-3.66711,Entire place,2,1,1,1,2,82,4.96,T,F,3684.0375,airbnb
18274047,10130188,Carlos,1.0,0.93,T,1,1,T,Madrid,Justicia,Centro,40.42176,-3.69791,Private room,2,1,1,2,3,155,4.95,T,F,1997.325,airbnb
18283473,126420664,Catalina,1.0,0.98,F,1,1,T,Madrid,Universidad,Centro,40.42472,-3.70592,Entire place,6,2,2,4,3,127,4.62,T,F,4786.76,airbnb
18070118,22361249,Mara,1.0,0.93,T,3,3,T,Madrid,Cortes,Centro,40.41495,-3.70009,Entire place,2,1,1,1,3,46,4.96,T,T,3045.3225,airbnb
18071804,4977064,Alberto,0.0,0.0,F,1,1,T,Madrid,Abrantes,Carabanchel,40.38263,-3.72689,Entire place,2,1,2,2,2,10,5.0,T,F,944.46,airbnb
18289548,14314879,Ana Isabel,1.0,0.57,F,3,3,T,Madrid,Ciudad Jardín,Chamartín,40.44423,-3.67548,Private room,2,1,1,1,4,11,4.4,T,F,267.52,airbnb
18081887,1784424,Ignacio,1.0,0.98,T,2,2,T,Madrid,Universidad,Centro,40.42427,-3.70609,Entire place,4,1,1,2,2,132,4.86,T,F,4191.0,airbnb
18083089,124524030,Emal,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.41195,-3.69827,Entire place,3,1,1,1,0,1,0.0,T,T,2098.8,airbnb
18085274,124542073,Bárbara,0.6,0.46,F,1,1,T,Madrid,Pacífico,Retiro,40.40232,-3.67685,Entire place,2,1,1,1,4,31,4.89,T,F,3353.625,airbnb
18303422,21039741,Natalia & Emilio,0.5,0.85,F,2,2,T,Madrid,Chopera,Arganzuela,40.3949,-3.6982,Private room,1,0,1,1,1,8,5.0,T,F,957.99,airbnb
18305112,37458135,Alex,1.0,1.0,F,1,1,T,Madrid,Pueblo Nuevo,Ciudad Lineal,40.4315,-3.63885,Private room,2,1,1,1,3,124,4.77,T,T,236.46857142857144,airbnb
18092890,104403656,Adrian,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.40881,-3.70361,Entire place,2,1,1,1,0,8,4.13,T,T,3935.25,airbnb
18093383,109542538,Julio Víctor,1.0,1.0,T,1,1,T,Madrid,Goya,Salamanca,40.42363,-3.67766,Entire place,5,1,2,3,4,517,4.96,T,T,6682.7475,airbnb
18305543,21479826,Hector,0.94,0.98,F,5,5,T,Madrid,Embajadores,Centro,40.40909,-3.70214,Entire place,4,1,1,1,1,216,4.56,T,T,1093.29,airbnb
18099717,112924535,Rafael,1.0,1.0,F,0,0,T,Madrid,Ambroz,Vicálvaro,40.40401741484626,-3.592388746968424,Entire place,2,1,1,1,2,1,5.0,T,T,3784.275,airbnb
18311097,23301367,Inés,0.0,0.0,F,1,1,T,Madrid,Almenara,Tetuán,40.47202,-3.69226,Entire place,4,1,1,2,3,32,4.81,T,F,2474.5875,airbnb
18318430,123370795,Marisa,0.0,0.0,F,1,1,F,Madrid,Lucero,Latina,40.40043,-3.75521,Private room,1,1,1,1,1,7,4.83,T,T,1049.4,airbnb
18319694,126730904,Marisa,0.0,0.0,F,1,1,F,Madrid,Lucero,Latina,40.40134,-3.75564,Private room,1,2,1,1,1,0,0.0,T,T,787.05,airbnb
18326240,20552482,Ana,0.0,0.0,F,1,1,T,Madrid,Prosperidad,Chamartín,40.44074,-3.67391,Entire place,2,1,1,1,0,1,0.0,T,T,2361.15,airbnb
18326493,125393316,Cesar,1.0,1.0,T,2,2,T,Madrid,Imperial,Arganzuela,40.40657,-3.7117,Entire place,8,2,3,4,1,151,4.75,T,T,2954.1600000000003,airbnb
18100690,124678499,Beto,1.0,1.0,F,1,1,T,Madrid,Timón,Barajas,40.47173,-3.58283,Entire place,2,1,1,1,2,345,4.7,T,T,1460.6625,airbnb
18326932,125703622,Rosa,1.0,0.92,F,2,2,T,Madrid,Comillas,Carabanchel,40.39329,-3.71516,Private room,1,1,1,1,3,29,4.93,T,F,1441.1925,airbnb
18337725,16829566,Jaime,0.0,0.0,F,1,1,T,Madrid,Prosperidad,Chamartín,40.44882,-3.6633,Entire place,4,1,2,3,3,58,4.93,T,T,4085.4,airbnb
18344059,62429541,Fabio,0.0,0.0,F,2,2,F,Madrid,Pacífico,Retiro,40.40655,-3.67703,Private room,2,1,1,1,0,0,0.0,T,F,2658.48,airbnb
18351752,69998776,José,0.0,0.0,F,1,1,T,Madrid,Pueblo Nuevo,Ciudad Lineal,40.42586,-3.6381,Private room,1,1,1,1,1,2,5.0,T,F,419.76,airbnb
18360079,127081838,Cancan,0.0,0.0,F,3,3,T,Madrid,San Isidro,Carabanchel,40.39344,-3.73893,Private room,3,1,1,1,2,28,4.48,T,T,1094.445,airbnb
18364945,2425469,Manuel,0.83,0.5,F,1,1,T,Madrid,Butarque,Villaverde,40.34524,-3.67764,Private room,2,1,1,3,6,11,4.33,T,F,207.9,airbnb
18105553,123628530,Andrea,1.0,1.0,T,1,1,F,Madrid,Goya,Salamanca,40.42357,-3.67862,Entire place,7,1,2,4,4,204,4.96,T,F,6110.9400000000005,airbnb
18367891,127176867,Marta,1.0,1.0,F,1,1,T,Madrid,Acacias,Arganzuela,40.40388,-3.70195,Entire place,4,1,2,2,2,176,4.83,T,T,2874.3,airbnb
18381068,127199722,Natalia,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.40773,-3.70489,Entire place,3,1,2,2,1,4,4.33,T,F,5247.0,airbnb
18385355,78776620,Enrique,1.0,1.0,T,3,3,T,Madrid,Sol,Centro,40.4165,-3.70657,Entire place,4,1,1,3,2,186,4.77,T,T,2191.2825000000003,airbnb
18107706,124730023,Julie,0.0,0.0,F,1,1,F,Madrid,Justicia,Centro,40.42526,-3.69769,Private room,1,2,1,1,1,2,5.0,T,F,734.5799999999999,airbnb
18109185,124753355,Juan,1.0,1.0,T,1,1,T,Madrid,Universidad,Centro,40.42664,-3.70923,Entire place,2,1,1,1,1,65,4.72,T,T,3702.6,airbnb
18391961,28544286,Isabella,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41189,-3.69862,Entire place,3,1,1,1,1,2,4.5,T,F,3823.05,airbnb
18109842,124507931,Alessandro,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42427,-3.70407,Entire place,4,1,2,1,2,135,4.42,T,F,3463.02,airbnb
18110697,107177213,Laura,0.0,0.0,F,1,1,T,Madrid,Comillas,Carabanchel,40.39326,-3.70967,Private room,2,1,1,2,1,199,4.56,T,F,848.925,airbnb
18399333,64932035,Maria Victoria,1.0,1.0,F,1,1,T,Madrid,Vista Alegre,Carabanchel,40.38398,-3.74878,Entire place,5,1,2,5,2,81,4.6,T,F,3958.7625,airbnb
18116356,124684693,Willian,0.0,0.0,F,2,2,F,Madrid,San Isidro,Carabanchel,40.39821,-3.71831,Private room,2,1,1,1,1,6,4.83,T,T,1416.6899999999998,airbnb
18117468,40730378,Jeanne,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42196,-3.70332,Entire place,3,1,1,2,2,48,4.92,T,T,2511.3,airbnb
18120606,121548934,Pilar,1.0,1.0,T,1,1,T,Madrid,Vallehermoso,Chamberí,40.44687,-3.70506,Private room,3,1,1,3,2,95,4.98,T,T,762.5475,airbnb
18124366,23091391,Carlos Y Jorge,0.0,0.0,F,1,1,T,Madrid,Fuente del Berro,Salamanca,40.42913,-3.6637,Private room,2,1,1,1,0,58,4.74,T,F,1386.8249999999998,airbnb
18124952,3404569,Sara,1.0,0.0,F,0,0,T,Madrid,Embajadores,Centro,40.40922,-3.70654,Entire place,3,1,2,1,1,4,4.5,T,F,967.3125,airbnb
18428211,49538086,Laura & Charly,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41317,-3.71544,Private room,1,1,1,1,1,81,4.89,T,T,944.46,airbnb
18430447,127734531,"Banvalor Jh, S.L.U",1.0,1.0,F,0,0,T,Madrid,Castillejos,Tetuán,40.45759,-3.69543,Entire place,6,2,2,4,3,84,4.71,T,T,7377.975,airbnb
18405744,127522591,Alfonso,1.0,0.93,F,1,1,T,Madrid,Cuatro Vientos,Latina,40.36275,-3.7683,Entire place,6,1,2,3,6,59,4.79,T,F,11051.7,airbnb
18430459,46101766,Elena,0.0,0.33,F,1,1,F,Madrid,Cortes,Centro,40.41691,-3.6994,Entire place,4,1,1,2,4,9,5.0,T,F,7952.175,airbnb
18430516,117402609,Almudena,0.67,0.0,F,1,1,T,Madrid,Almagro,Chamberí,40.43279,-3.69103,Entire place,4,1,1,4,2,19,4.89,T,F,5352.599999999999,airbnb
18435461,8439404,Sheneil,0.0,0.0,F,2,2,T,Madrid,Embajadores,Centro,40.40995,-3.69711,Shared room,3,1,1,3,1,9,4.78,T,F,1029.6825,airbnb
18412722,68399986,Claudio,0.9,0.98,T,2,2,T,Madrid,Simancas,San Blas - Canillejas,40.43956,-3.61889,Entire place,2,1,1,2,2,156,4.82,T,T,3176.6625,airbnb
18441639,127834076,Peres,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.41293,-3.70309,Entire place,4,1,1,1,1,0,0.0,T,F,12802.68,airbnb
18423711,28382647,Maria,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42306,-3.70472,Private room,2,1,1,1,0,50,4.71,T,T,1836.45,airbnb
18443731,14395069,Blanca,1.0,0.98,F,5,5,T,Madrid,Salvador,San Blas - Canillejas,40.44318,-3.63236,Private room,2,1,1,3,2,118,4.7,T,T,516.4087499999999,airbnb
18445993,127871433,Raúl Leonardo,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.40803,-3.70906,Private room,1,1,1,1,0,0,0.0,T,T,2098.8,airbnb
18715950,130135247,Elvira,0.0,0.0,F,1,1,F,Madrid,Almagro,Chamberí,40.43484,-3.6916,Entire place,7,2,4,5,1,1,0.0,T,F,10494.0,airbnb
18719337,25861473,Ana,1.0,1.0,T,3,3,T,Madrid,Casco Histórico de Vallecas,Villa de Vallecas,40.37745,-3.62325,Entire place,5,1,2,4,3,184,4.66,T,F,1174.437,airbnb
18724964,130098424,Gemma Maria,1.0,0.93,T,1,1,T,Madrid,Cuatro Caminos,Tetuán,40.45283,-3.6932,Entire place,4,1,2,4,2,231,4.82,T,F,1627.725,airbnb
18452301,53351829,Marta,1.0,1.0,T,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40629,-3.69315,Entire place,4,1,1,2,2,81,4.85,T,T,3223.275,airbnb
