listing_id,monthly_earning_€
442986,207.9
449218,1265.7975
451174,3041.3625
456165,1571.625
459303,2409.66
459362,2378.2275
460898,785.8125
462072,25006.987500000003
463246,3677.025
464307,2428.328571428571
467552,2245.0499999999997
468202,1156.4850000000001
469231,2310.12
470132,3033.4424999999997
471198,1809.225
471328,2059.2
473112,6747.922500000001
477652,2280.2174999999997
479718,3824.2875
482122,2100.2025000000003
491070,1906.08
497706,2232.45
499911,3000.87
502918,3138.135
506956,5563.964999999999
507614,2245.32
510973,735.57
514917,820.05
515008,797.56875
518208,531.8774999999999
518511,1574.1000000000001
521329,763.2900000000001
521367,10776.644999999999
522563,7420.9575
524003,813.3839999999999
526162,995.3624999999998
526513,5533.5225
529690,2689.5
531677,2689.5824999999995
536574,3667.125
537234,828.135
540937,2863.2450000000003
541406,15716.25
544736,802.0100000000001
545174,2095.5
547050,1181.0700000000002
548995,2530.0274999999997
549664,1308.2142857142858
552183,578.4899999999999
560941,4402.53
565152,2770.9275
566241,3217.5
568190,1036.2
570158,890.0925000000001
572048,1571.625
576487,5056.8375
578731,3862.4024999999997
588382,9953.625
588518,6463.875
590710,385.1099999999999
595055,891.0
598771,3688.5750000000003
599134,3186.15
599885,3301.32
604150,3692.7000000000003
604632,221.01749999999998
605339,1662.0449999999998
606923,777.78
607548,2357.4375
608742,4080.0375000000004
610675,3667.125
616027,1204.9125
618576,5178.1125
624470,277.2
625566,3143.25
628394,9627.75
631737,3212.1375000000003
643471,523.875
644656,679.5
647376,1636.47
653582,872.3549999999999
655514,891.0
656520,1544.3999999999999
659887,1145.79
663761,1197.3225
668753,1272.5625
676566,2874.3
678413,1524.6
680784,531.63
682889,1425.6
683208,17208.675
683969,1047.75
684564,7727.609999999999
685152,2632.5
688795,2630.925
689099,2095.5
691344,2135.2650000000003
691458,1073.259
692358,7067.28
692855,2079.0
694867,5464.799999999999
695909,8056.125
696928,475.2
697858,1833.5625
704155,55327.14000000001
708275,1305.3857142857144
709208,1705.935
710156,3074.1975
716232,2299.5
716292,2714.2200000000003
717313,3437.3625
721057,3857.7
721377,1206.0
723088,2416.5
724700,4866.929999999999
727588,1675.44
728978,2131.7999999999997
730347,1709.73
730502,2413.35
733365,706.662
734053,1439.625
738837,3141.1049999999996
745609,2461.1400000000003
745664,888.6075
745744,980.0999999999999
747873,4581.6375
748854,1287.4125000000001
749957,1870.1925
750257,1893.375
751527,5901.224999999999
751530,2840.31
752424,15687.375
752515,2524.5
752883,311.84999999999997
754678,3597.3
755535,1428.4875
755587,3267.165
756707,10867.394999999999
758670,618.09
759575,1697.85
760482,23535.3525
761095,252.45000000000002
761098,496.287
761159,3031.5449999999996
762701,1826.5500000000002
763214,1685.7
766160,1727.055
768311,1689.6
769210,1284.6899999999998
772646,33422.729999999996
773608,925.2375000000001
773861,8114.700000000001
773990,1757.69
774008,1556.3625
777913,2009.9475
779960,9215.3325
780397,7717.462500000001
780684,445.005
780743,110.88
781012,847.0
783647,257.004
785506,1814.34
793618,11187.9
793622,3405.1874999999995
795877,1715.31
797030,1690.26
804681,27.72
814586,8562.4
814647,29.7
814731,212.43749999999997
814870,938.685
815818,3854.3175
817184,1654.1999999999998
817848,2896.1625
819738,2801.7
821860,1716.495
823321,2334.75
828095,49.5
832102,1161.27
833871,1283.04
834562,7278.5625
834675,1784.8874999999998
835333,2399.463
838698,768.2399999999999
838712,896.115
840561,5186.115
842078,2268.3375
844856,4895.9625
846558,3252.5625
847273,6629.7
847724,742.5
849939,898.92
851311,3394.2149999999997
851520,3913.3050000000003
853804,3997.125
856669,2107.8749999999995
862462,1894.2
862752,2636.7
864488,1586.97
867629,940.5
869674,4483.875
871387,5809.485000000001
874029,871.1999999999999
874641,2069.1
883527,2200.2749999999996
884856,1569.6000000000001
886019,5483.3625
888289,7003.672500000001
891946,4184.400000000001
892453,733.425
893195,1362.6799999999998
896209,1781.9099999999999
896588,2331.45
901897,4779.0
902946,2387.88
903707,3399.99
904741,2477.7225000000003
904769,1582.1025
904775,3072.5475
907386,4378.935
913536,1833.5625
914057,709.0875
919430,282.15
922397,3544.2000000000003
923140,11263.725
923645,1845.09
925250,1043.55
925339,4894.9725
926653,4931.289
933326,7553.205
938410,5384.214
940649,3650.0474999999997
948141,2965.23
948963,1590.8475
958020,1398.7875000000001
961181,2868.1124999999997
970485,9702.0
970890,2495.13
977261,1353.4125000000001
979312,1576.5749999999998
981016,5517.765
981368,5904.030000000001
981369,15974.64
982997,4121.700000000001
983019,598.059
983410,1955.0025
989063,196.02
991697,2270.7000000000003
1001254,3158.0999999999995
1003602,1468.1699999999998
1007532,20997.77625
1011033,3007.9500000000003
1018471,790.02
1026242,1718.475
1037715,3597.0000000000005
1038867,3432.0
1039376,1376.595
1039454,2163.645
1044902,5871.525
1050948,3026.5125000000003
1052457,2088.35
1053180,1677.6
1053662,2092.6124999999997
1055724,2019.105
1057560,3374.6625
1059084,2474.2799999999997
1065075,152.46
1065714,1319.2740000000001
1065918,19732.32
1067941,4596.57
1069174,2886.2625
1075749,5312.174999999999
1079119,2719.2
1079722,5066.737499999999
1082218,2153.58
1082942,3482.5725
1085217,759.0
1085898,8129.549999999999
1086124,5261.6849999999995
1087049,10923.0
1090988,3047.5499999999997
1092967,1380.06
1094899,148.5
1101760,94450.455
1105892,2342.5874999999996
1106495,4942.1625
1112289,725.9175
1113817,7288.875
1114960,2029.5990000000002
1120286,2269.41
1121429,2194.3349999999996
1126038,526.5975
1130775,433.40000000000003
1130788,2436.72
1133140,23225.399999999998
1146228,1352.34
1152744,1759.32
1153128,1023.6600000000001
1160005,1397.0314285714287
1161437,1445.3999999999999
1162707,188.42999999999998
1168731,2162.16
1176241,3100.4325
1177790,2653.1175
1182242,6976.2825
1184735,12891.037499999999
1186878,1529.7975
1198047,1312.9875
1206122,3835.26
1209383,482.97857142857146
1209661,4269.2925000000005
1214008,1121.4225
1218825,992.1779999999999
1220946,2616.768
1227155,1400.025
1228138,1466.4375
1230570,4186.33875
1230668,1549.35
1234836,19874.349
1242828,14503.5
1248292,2313.96
1251520,1691.3325
1254418,79.2
1254955,1894.0350000000003
1255811,2255.2200000000003
1256157,4924.837500000001
1256570,1911.5249999999999
1263062,207.89999999999998
1263329,1199.484
1266548,1490.58
1267730,2621.88
1272747,2252.7000000000003
1273055,5238.75
1274889,7631.3325
1275293,1093.4
1281843,2750.8140000000003
1289823,971.9820000000001
1296584,2514.6
1297217,2353.725
1298830,5682.8475
1302691,17556.0
1302882,813.4499999999999
1309325,2554.2000000000003
1311739,2955.9750000000004
1316794,3224.9249999999997
1320674,3478.6124999999997
1326972,2828.925
1330726,5167.2225
1331106,673.75
1334684,7538.025
1335588,1027.719
1336818,889.515
1343630,3738.6525
1346460,1263.6000000000001
1346747,3818.0175
1357593,1903.5225
1361648,34.65
1362092,6400.514999999999
1362476,9256.17
1362727,1792.6071428571427
1380233,2381.0325
1383366,2552.7974999999997
1395084,686.0699999999999
1398273,3143.25
1408400,2795.463
1426027,4234.9725
1426530,460.35
1427336,3685.0275
1429811,1285.02
1430003,10674.262499999999
1431541,9289.5
1434789,13865.114999999998
1443639,813.2850000000001
1458472,2590.995
1463257,2801.7
1463482,1783.8700000000001
1465282,2246.1299999999997
1470828,1073.985
1473278,6159.45
1482007,5613.3
1485339,3143.25
1491263,467.94
1496117,2554.8599999999997
1496514,9888.615
1496523,12092.272500000001
1500875,1315.71
1522529,386.09999999999997
1522608,5731.275000000001
1523675,4061.97
1529540,222.75
1532354,5238.42
1546734,99.0
1547100,683.1
1569343,2219.877
1579108,1474.5500000000002
1586115,1033.02
1592439,533.5
1593044,356.895
1593052,1024.6499999999999
1595592,1695.375
1596257,8738.8125
1600919,3893.4
1607436,20955.0
1608296,4197.6
1609815,1069.2
1610861,4763.962500000001
1617956,2797.74
1621371,9362.0175
1622564,13626.029999999999
1623202,2281.5
1626586,1183.05
1628485,447.97499999999997
1630249,4191.0
1636170,1870.77
1639471,422.334
1639547,2743.1249999999995
1642412,2391.2625000000003
1644183,592.02
1644403,27527.61
1656392,49.5
1659585,3892.9499999999994
1662333,2067.4500000000003
1665067,914.6700000000001
1666495,1100.4675
1674734,955.35
1678262,332.64
1680271,4327.983
1683393,3562.3500000000004
1691073,5571.39
1695083,34841.1525
1698916,2043.8549999999998
1704065,1940.3999999999999
1710251,2688.2625000000003
1710892,2035.9350000000002
1713499,870.21
1716687,757.68
1717787,2752.2
1718886,779.625
1722682,7692.299999999999
1731209,6130.1625
1737408,5562.975
1737767,6332.4525
1740906,1304.4899999999998
1742289,1483.38
1750838,3444.21
1753278,99.0
1755242,1357.5375
1755707,1707.09
1757983,3180.4574999999995
1758199,617.5799999999999
1758858,2314.6200000000003
1762237,4249.41
1763683,1253.175
1765529,3770.8275
1768203,3441.075
1771771,4479.75
1774049,1962.51
1775014,6750.15
1779465,9883.747500000001
1781083,594.0
1783776,10407.869999999999
1785371,516.45
1788097,5978.114999999999
1788102,418.10999999999996
1790920,4191.0
1797544,13343.769999999999
1811287,9517.167
1819060,2261.25
1829496,4856.775
1830224,17992.98
1834083,581.625
1839779,1695.375
1846297,2373.84
1854759,2167.5225
1858255,14516.699999999999
1859046,978.4799999999999
1864170,4110.8925
1865189,5238.75
1867724,2226.18
1868069,14300.632499999998
1870392,668.745
1870994,2960.0175
1882845,980.1
1883013,1372.305
1886633,10989.0
1890985,486.25500000000005
1901306,1997.1
1910871,3565.11375
1917537,1673.1825
1926546,3614.7375
1928731,6838.3425
1942059,3061.08
1947860,629.76375
1973442,2409.825
1974925,1692.8999999999999
1978094,5680.125
1990801,3083.85
1994074,4551.3
2001012,1121.3729999999998
2010660,2712.6
2013236,2044.35
2018885,1427.45625
2024446,3502.125
2024643,3492.2250000000004
2052303,3335.0625
2052361,3334.7324999999996
2052383,3106.4
2054398,1618.9470000000001
2062465,4101.157499999999
2065647,1197.405
2068722,1142.0357142857142
2068792,904.4357142857142
2068796,1209.78
2069026,1094.94
2070887,4804.8
2079509,1024.5262500000001
2084773,1831.5
2087574,2365.1924999999997
2090860,1320.0
2091654,5696.8725
2091802,1361.9924999999998
2093073,1968.6150000000002
2093147,2209.845
2095069,2124.045
2095159,3121.635
2096590,1559.25
2100370,1735.25
2101315,1230.5700000000002
2114493,8708.2875
2117068,2131.59375
2117115,5254.0125
2129245,1174.8000000000002
2143824,85.8
2143961,137.60999999999999
2144000,81.18
2144017,102.96
2157675,11893.6125
2179527,2419.6425
2186049,5131.9125
2188662,4739.047500000001
2190649,222.75
2192321,916.9050000000001
2207832,2552.4674999999997
2207960,237.60000000000002
2222916,594.0
2224238,3920.4824999999996
2247751,1517.67
2254525,2293.335
2275822,950.4000000000001
2281129,4508.3775
2289744,1225.29
2299045,1482.2279999999998
2301761,2130.3975
2302853,6132.06
2310368,2071.575
2313370,1188.0
2319136,10956.989999999998
2325516,3033.69
2325805,5867.4
2335410,2041.875
2338390,1646.2875
2342966,1815.0
2343687,10477.5
2346257,5773.5975
2355344,4394.61
2358924,2936.9174999999996
2362731,665.478
2364463,1984.5375
2377816,2376.0
2380554,2007.34875
2387880,2950.2900000000004
2391600,7211.325
2416770,3376.3125
2429054,24.75
2452815,1702.91
2471370,14156.91
2472459,4758.1875
2482267,4917.66
2487986,1569.1499999999999
2488934,2366.7599999999998
2492405,1018.2857142857143
2500666,2439.9000000000005
2503991,5238.75
2519785,1779.6899999999998
2520674,2800.35
2520679,1698.345
2530433,1067.2199999999998
2549655,946.71
2551191,2730.75
2551440,1847.9175
2583917,1245.4199999999998
2587493,20585.6475
2587755,99.0
2589141,6286.5
2604097,2473.2
2604787,3073.125
2606926,1926.1000000000001
2622839,2601.324
2624314,1382.7
2630840,4362.732
2632012,1089.9075
2635535,364.97999999999996
2641385,2073.39
2650925,2895.1724999999997
2652829,2864.895
2658189,2059.2
2673231,3143.25
2673648,2588.85
2684726,1860.4575
2684767,2653.4700000000003
2686592,1207.965
2689344,1941.3
2698131,3526.875
2706194,1843.9299999999998
2707743,14128.0425
2711470,1465.497
2731786,1331.385
2731796,118.80000000000001
2736479,2694.0375000000004
2740930,4994.384999999999
2754123,5832.3375
2754352,3081.87
2761815,3514.0049999999997
2794232,568.26
2820486,892.26
2846776,4611.3375
2847041,1105.0874999999999
2848118,1425.05
2855904,2536.05
2862015,1373.3775
2892153,6429.885
2895896,2633.3999999999996
2900380,2234.8425
2907259,11396.550000000001
2917180,6264.224999999999
2917257,7009.2
2926676,627.75
2943509,3253.3875
2943575,2051.28
2953843,2337.06
2954743,4714.875
2963086,2834.37
2964048,3193.1625000000004
2965741,1928.52
2982617,2490.2625
2984815,1966.3874999999998
2984936,1150.71
2997382,3378.375
3001427,1117.875
3011110,54.449999999999996
3012570,975.3299999999999
3012762,1935.0900000000001
3018492,1335.0975
3018510,3667.125
3025668,2504.403
3026471,1441.935
3028371,1409.925
3037882,2504.2875
3040893,329.0760000000001
3042518,2480.5275
3045724,5794.56
3046083,708.5571428571428
3046143,636.4285714285714
3046213,564.3000000000001
3046856,6730.2
3046879,13164.029999999999
3047780,1983.3825
3048220,3143.25
3058834,742.5
3066366,1683.6599999999999
3068254,1295.415
3075145,742.17
3082182,10930.012499999999
3093756,1414.4625
3097328,989.55
3107033,6592.9875
3113226,3571.4249999999997
3133958,1383.5249999999999
3143400,4513.9875
3143872,358.38000000000005
3146468,5503.74
3150635,2699.6475
3166047,2395.9979999999996
3173331,340242.9525
3175720,8869.9875
3184859,2922.7275
3187973,3261.7529999999997
3189209,1680.6240000000003
3196382,2357.4375
3197869,2253.35
3203539,2338.875
3203777,4191.0
3211626,7858.125
3211913,1638.0375000000001
3212027,1988.1000000000001
3222534,2395.3875
3222550,2566.9875
3223429,4174.5
3224985,1571.625
3254399,413281.60500000004
3254586,524.865
3255468,7330.125
3264794,7438.2
3277613,10241.550000000001
3284565,2049.3
3285554,2369.4
3285747,3541.329
3288902,5943.3825
3294964,5546.475
3297333,948.0239999999999
3300064,3087.15
3306584,2847.1575
3312444,2724.1499999999996
3318664,4383.224999999999
3322399,6864.66
3323284,2017.2074999999998
3327791,621.39
3341990,3526.875
3351904,2333.5125
3356511,1100.1374999999998
3357339,6247.9800000000005
3360988,1038.96
3362113,542.025
3368882,2095.5
3368885,2458.5
3382630,1571.625
3385580,2694.0375000000004
3389625,2184.6000000000004
3392806,4146.450000000001
3397465,5710.155
3402179,1685.4750000000001
3419248,925.65
3423709,3101.5875
3425435,968.0
3428310,2396.16
3428746,1648.1025
3430791,1894.6125
3439591,1824.8999999999999
3446903,710.9024999999999
3451661,450.054
3456354,2095.5
3457207,3316.0049999999997
3467177,2655.18
3477490,3886.1625
3479383,947.0999999999999
3485567,1047.75
3498203,1319.8679999999997
3501674,363.231
3512657,641.85
3513150,3187.8
3514869,1593.4875000000002
3515284,5389.650000000001
3515468,1073.5725
3516746,1509.09
3517921,5643.825000000001
3531042,2357.4375
3531547,2573.175
3532218,1053.9374999999998
3534696,3971.55
3549046,1047.75
3550820,1234.7775
3552414,2217.0225
3567597,228566.07
3580425,1700.6785714285713
3584830,2471.205
3586833,808.005
3588117,1854.2700000000002
3589141,4923.0225
3590226,4486.35
3591352,1450.6799999999998
3592556,1355.0625
3593682,223.73999999999995
3598873,9915.675
3599402,1141.14
3604139,3991.7625000000003
3606978,1309.6875
3610905,8465.4075
3613370,3143.25
3613705,3688.9049999999997
3624593,89.1
3624775,49.5
3632796,516.5324999999999
3643923,1801.8000000000002
3648528,118.8
3648849,89.1
3649211,133.64999999999998
3649354,89.1
3653355,1279.08
3654455,8453.28
3654742,6623.925
3670488,3667.125
3674667,825.066
3677219,1047.75
3679977,14876.4
3680191,2766.8025
3680650,2210.1749999999997
3681753,3469.851
3681786,2157.82875
3686364,351.99
3691867,4231.425
3694540,1400.85
3706729,2614.59
3712285,4752.0
3717049,554.895
3722238,4861.3125
3727205,3359.0699999999997
3727225,3101.1749999999997
3727285,225.12600000000003
3731234,3277.3125
3733819,2341.632857142857
3735410,2213.3571428571427
3737504,5321.79
3738662,6548.4375
3742728,5264.902499999999
3744628,89.1
3745044,1234.0349999999999
3745053,89.1
3756051,1990.7249999999997
3759217,1289.8874999999998
3762974,4976.8125
3763336,6618.975
3763652,2415.6825
3764496,4638.15
3772268,4452.9375
3776849,1180.278
3778195,90.58500000000001
3780348,1106.325
3782713,1047.75
3816076,1749.99
3819043,798.38
3819941,1623.3029999999999
3824546,4829.9625
3825317,3667.125
3826572,9205.35
3832596,5139.75
3833696,962.0600000000001
3841991,4452.9375
3849729,1689.9299999999998
3850756,6564.6
3853827,5025.075
3855338,1756.755
3857504,15693.183
3858506,255.91500000000002
3885520,717.2549999999999
3894357,2836.2675
3895070,3599.5575
3897893,3493.35
3901968,1476.8324999999998
3908928,3548.8199999999997
3920883,3339.6000000000004
3944509,553.575
3947911,8190.3525
3950979,693.0
3973113,1736.0639999999999
3975171,81299.955
3985609,4973.8425
4001706,4976.8125
4015119,2338.875
4015137,3816.4499999999994
4015291,1737.8625000000002
4018362,977.13
4026924,2576.475
4036586,673.4475
4038339,554.52375
4055217,5699.924999999999
4067702,9203.6175
4068034,2510.64
4075286,2836.185
4083002,222.75
4087837,1345.52
4109879,8192.25
4110229,2629.5299999999997
4114571,2254.725
4116013,2841.3
4117328,4086.2250000000004
4117344,4724.775
4118892,8328.375
4131994,315.81
4132363,1374.813
4153513,1337.655
4154794,2720.223
4155781,1728.7875000000001
4160649,1011.3840000000001
4161286,2839.6499999999996
4162483,787.7571428571428
4176704,761.7342857142858
4176994,918.5785714285714
4181790,767.052
4182457,5238.75
4189593,6616.17
4189810,449.55
4193005,4191.0
4201199,1909.2857142857142
4202733,17405.355
4216775,571.626
4230273,863.28
4230554,5087.5199999999995
4232982,4191.0
4237155,5880.599999999999
4241259,3667.125
4249377,4758.599999999999
4263173,3329.2875
4266974,4390.65
4276735,7944.75
4290526,1211.7599999999998
4295344,3577.4475
4300491,43.56
4302977,3412.365
4309709,2622.906
4309902,2448.0225
4309941,1627.45
4315001,1132.74
4316495,6230.4825
4327734,94.05
4332176,550.275
4337324,1841.8500000000001
4338303,2016.3
4340187,3151.9950000000003
4342918,346.5
4347246,1702.8
4350788,1613.304
4361146,1013.7599999999999
4367064,655.9739999999999
4376685,2835.855
4383859,6069.7725
4394265,4452.9375
4394370,524.898
4394882,524.898
4403346,4515.719999999999
4407551,517.275
4411068,3143.25
4413759,356.4
4418512,2432.1
4421901,95642.6625
4433188,4192.65
4444590,3986.4
4447697,247.5
4453221,4468.282499999999
4468550,2565.585
4473361,3666.8775
4474971,4000.6725
4483457,4925.415
4491361,2723.2425
4491501,1728.7875000000001
4496392,2215.125
4501162,1076.4
4511612,1734.48
4514916,1823.58
4518901,2392.5
4523822,2150.28
4544440,4614.39
4562003,2792.625
4575181,3858.36
4576728,304.91999999999996
4577504,3901.5075
4592672,4167.9
4595967,1268.1899999999998
4596183,752.9939999999999
4596225,751.6575
4596254,948.09
4596316,703.89
4600543,2514.6
4602864,4151.4
4604059,1833.5625
4604168,2043.1125000000002
4604854,66.825
4605519,2955.48
4634016,3674.1375000000003
4634057,3890.2875
4634466,4955.3625
4634674,2321.1375
4649686,1938.3375000000003
4652573,1204.9125
4655244,3613.5
4656142,9223.5
4659214,9207.0
4659571,1589.28
4664979,1571.625
4675111,3140.15625
4675684,7116.037499999999
4677274,1125.3
4677276,811.3875
4677743,1254.8249999999998
4679716,2277.0
4682678,1740.9857142857143
4683787,3240.1875
4684786,2095.5
4686287,883.0799999999999
4686295,942.4799999999999
4687759,1664.2725
4693155,7130.16
4703720,5238.75
4708827,1217.04
4711892,3143.25
4714001,5050.485
4716699,2841.5474999999997
4718091,3444.21
4718699,1438.47
4718925,1332.6225000000002
4722533,1519.2375000000002
4723540,643.5
4725879,2428.0575
4728228,2768.7
4728237,1113.585
4728260,3352.8
4729208,1162.26
4729298,1392.6000000000001
4729363,1639.9350000000002
4731001,887.2875
4740591,1975.5449999999998
4743175,994.4549999999999
4754971,1571.625
4755562,2619.375
4767419,1332.0
4772019,4247.76
4780178,817.2
4785298,2257.2000000000003
4791617,5321.0025
4798571,9084.78
4799714,11424.599999999999
4799940,1819.9499999999998
4812872,1957.3125
4815680,4422.4125
4818802,424.37999999999994
4819958,6484.5
4854921,2554.6124999999997
4857495,3692.2875
4876909,1237.5
4879291,1098.68
4890957,778.8000000000001
4891262,56718.75
4905237,2110.68
4906204,1001.8800000000001
4912783,1541.925
4936409,3211.2000000000003
4946553,138.6
4947004,2734.215
4949149,15491.025000000001
4952788,2566.9875
4963162,2514.6
4967324,20742.975000000002
4969560,5238.75
4973451,3861.8250000000003
4994724,1404.15
5004249,17431.0125
5009543,4086.2250000000004
5012393,1302.675
5039601,2619.375
5053342,6703.124999999999
5060359,2734.182
5062060,925.6500000000001
5062841,1227.6000000000001
5063329,367.53749999999997
5063931,4317.4725
5072820,6351.675
5083805,94.05
5097623,1853.7749999999999
5105110,393.75
5105790,1358.28
5109496,283122.18
5109767,1410.75
5111331,2788.2525
5129219,1955.52
5148490,1343.4299999999998
5155124,10876.8
5155333,5243.535000000001
5159286,3689.1524999999997
5170938,4112.46
5177584,1011.8624999999998
5177966,1787.7749999999999
5181841,817.245
5192121,69.3
5193530,3370.9500000000003
5197442,5238.75
5200285,1020.5999999999999
5205181,844.4699999999999
5206353,1369.5825
5210987,620.4
5215853,8836.74
5225035,1957.3125
5236847,3618.45
5240343,3116.025
5247899,693.0
5255311,781.55
5261063,3131.4525
5264948,3254.1299999999997
5264999,3526.2974999999997
5266480,548.955
5278909,1478.4
5278933,3933.6000000000004
5285533,1685.07
5291844,412.5
5292745,3562.3499999999995
5310107,2762.19
5312932,864.39375
5313039,742.12875
5313142,962.64
5313221,793.76
5313252,903.74625
5327846,1977.525
5330790,3923.7000000000003
5334527,1477.8
5336454,6088.5
5343327,3143.25
5344630,9699.525
5353419,1009.8
5357091,369670.86000000004
5361601,11478.885
5371540,2837.7
5372333,942.9749999999999
5373240,631.125
5379424,4976.8125
5383331,2619.375
5398163,1414.4625
5401165,643.5
5417939,247.5
5420660,990.0
5422524,2805.4125
5429605,1330.7579999999998
5431622,554.4
5437526,282.15
5438590,1013.1
5440261,531.0
5448860,2215.125
5451699,4191.0
5454838,1663.1999999999998
5458016,2805.0825
5466021,4577.925
5475958,1972.4924999999998
5479540,4912.1325
5484923,1309.6875
5508859,151.61142857142858
5509143,6609.899999999999
5511208,5219.115
5511428,3963.135
5519763,5879.9400000000005
5529302,4976.8125
5541728,3143.25
5544738,1068.4575
5547854,1930.005
5548216,1978.5149999999999
5552409,2811.8475
5554860,5238.75
5563493,445.5
5564461,3507.9
5564929,2800.0499999999997
5567395,3399.4125000000004
5578172,249.47999999999996
5583981,485.09999999999997
5584630,3326.3999999999996
5602310,828.1349999999999
5611639,3403.3230000000003
5630090,6763.68
5630901,3143.25
5638366,16573.012499999997
5638989,1794.8700000000001
5642057,5803.462500000001
5646304,785.8125
5654095,6286.5
5654704,1374.0375000000001
5656076,6545.549999999999
5659065,460.35
5665566,1247.895
5669902,3168.0000000000005
5672272,1179.09
5690702,1685.805
5691640,1930.5
5693145,3886.245
5699523,1309.6875
5699593,7830.9
5702125,4947.9375
5707431,1200.375
5715713,4838.2125
5717576,2888.82
5722480,2646.27
5722694,897.4799999999999
5735879,7803.2625
5748366,1070.0249999999999
5748546,3418.5525000000002
5749070,4749.3
5756228,2727.12
5784304,1571.625
5787650,658.3499999999999
5791993,6321.5625
5802369,1891.725
5811071,20247.876
5813663,2540.34
5814367,1260.27
5817222,11225.8575
5819351,3667.125
5821340,5313.33
5829509,785.8125
5829524,3816.4499999999994
5836616,4156.614
5846936,1611.027
5847367,6790.822499999999
5850532,5238.75
5860795,8742.69
5872562,1695.375
5874556,1014.156
5876946,178.2
5908353,9429.75
5925627,1282.05
5929004,950.4
5929961,1241.46
5931632,1471.14
5935568,2357.4375
5938004,4700.025
5950516,3478.8599999999997
5950534,3667.125
5962564,15937.199999999999
5966006,1571.625
5975073,6663.8
5976224,3929.0625
5987757,8300.16
5988407,1197.9
5994463,1231.56
5994871,3562.3499999999995
6008086,3899.3625000000006
6010434,225.72
6013907,7038.075
6021986,1573.6757142857143
6022766,2205.225
6035803,1422.3
6037661,2274.723
6041881,1676.4
6042990,9289.83
6043569,1047.75
6070267,2852.9325
6083007,11837.52
6097605,3143.25
6097996,501.03000000000003
6110713,7491.0
6114620,1938.3375000000003
6115608,996.6
6115613,1119.6000000000001
6119334,17543.625
6123814,3559.05
6125903,2962.575
6131459,69.3
6140219,866.25
6159391,1571.625
6159615,3436.95
6160263,454.16249999999997
6161577,2673.0
6164389,749.1
6168837,1200.375
6182538,1639.605
6183158,11572.275
6188369,3667.125
6191812,685.7099999999999
6193291,7312.8825
6194911,2924.2125
6199834,2273.04
6200039,3667.125
6206946,995.3624999999998
6207137,1880.505
6215979,874.665
6216745,4387.977
6221081,1551.825
6226275,14234.49
6229677,277.2
6230119,1846.4914285714287
6242644,709.5
6244218,1103.52
6247825,2261.1600000000003
6248112,242.54999999999998
6254495,1197.3225
6257288,1387.4025
6263965,6181.65
6272509,2619.375
6279864,2461.95
6283743,837.9
6287069,475.695
6287397,468.54
6287501,1833.5625
6289024,1013.5124999999999
6299647,3143.25
6303708,3929.0625
6307542,1232.946
6312107,2455.6949999999997
6320441,3462.75
6322780,514.8000000000001
6331712,5051.31
6332843,838.2
6332990,1343.6775
