id,host_id,host_name,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,city,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,price_€,room_type,accommodates,bathrooms,bedrooms,beds,lift,heating,aircon,exterior,garden,pool,terrace,balcony,storage,amenity_score,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
75609,401552,Mercedes,1.0,0.88,F,2,2,F,Madrid,Embajadores,Centro,40.40892,-3.69697,62.37,Entire place,3,1,1,2,1,0,1,0,0,0,0,0,0,2,3,365,56,4.76,4.85,4.76,4.96,4.94,4.81,4.7,T,T,0.64
199016,967721,Santi,0.75,0.14,F,2,2,T,Madrid,Universidad,Centro,40.4257,-3.70383,27.72,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,365,25,4.46,4.7,4.7,4.74,4.63,4.96,4.54,T,F,0.34
318826,1636378,Francisco Tomas,1.0,1.0,T,1,1,F,Madrid,Aluche,Latina,40.39577,-3.75985,99.0,Entire place,4,1,3,3,1,0,1,0,0,0,0,1,1,4,5,1125,16,4.93,5.0,5.0,4.94,5.0,4.5,4.81,T,F,0.15
339813,1713273,Antonio,0.0,0.0,F,2,2,T,Madrid,Cortes,Centro,40.41204,-3.6975,79.2,Entire place,6,1,2,3,0,0,0,0,0,0,0,0,0,0,2,25,2,0.0,5.0,4.0,4.0,4.0,5.0,4.0,T,F,0.02
345233,1095831,Rosalind  & Tino,0.0,0.0,F,5,5,T,Madrid,Universidad,Centro,40.42504,-3.704,76.23,Private room,2,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1125,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.04
416705,1958516,Almu Y Santi,0.3,0.6,F,2,2,T,Madrid,Entrevías,Puente de Vallecas,40.379,-3.67423,29.7,Private room,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1125,66,4.75,4.58,4.61,4.63,4.79,4.27,4.61,T,F,0.63
425616,1724674,Servi-Madrid Servicios&Reformas,0.5,0.0,F,1,1,T,Madrid,Ibiza,Retiro,40.41999,-3.67493,148.5,Entire place,4,2,2,2,1,0,1,0,0,0,0,0,0,2,3,365,15,4.47,4.6,4.73,5.0,4.53,4.87,4.53,T,F,0.17
442986,2201302,Cesar,0.0,0.0,F,0,0,T,Madrid,Justicia,Centro,40.42389,-3.6977,95.03999999999999,Entire place,2,1,2,3,1,0,1,0,0,0,0,0,0,2,2,7,18,4.59,4.89,4.72,4.67,4.94,5.0,4.5,T,F,0.36
444113,2206218,Tomas,1.0,0.0,F,1,1,T,Madrid,Lucero,Latina,40.40182,-3.75334,24.75,Private room,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
516955,2545179,Gustavo,0.0,0.0,F,1,1,F,Madrid,Numancia,Puente de Vallecas,40.39786,-3.66776,24.75,Private room,2,0,1,2,0,0,1,0,0,0,0,0,0,1,2,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
547050,2690005,Ulia,0.0,0.0,F,1,1,F,Madrid,Ibiza,Retiro,40.42159,-3.67713,42.57,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5,15,1,3.0,3.0,4.0,4.0,3.0,4.0,3.0,T,F,0.01
549664,2702003,Arancha,0.0,0.0,F,1,1,F,Madrid,Casco Histórico de Vallecas,Villa de Vallecas,40.37057,-3.61511,49.5,Private room,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,1125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,T,0.01
647376,1091014,Carlos Joaquín,1.0,0.0,F,6,6,T,Madrid,Palacio,Centro,40.41163,-3.70822,57.42,Entire place,4,1,2,0,1,0,1,0,0,0,0,0,1,3,30,365,16,4.69,4.75,4.56,4.88,4.88,5.0,4.5,T,F,0.16
680784,3466426,Pedro,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42136,-3.70541,47.519999999999996,Private room,2,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1125,7,4.83,4.83,5.0,5.0,4.5,4.83,4.5,T,F,0.07
682889,150072,Esther,1.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.4064,-3.70898,89.1,Entire place,1,1,1,1,1,0,1,0,0,0,0,0,0,2,3,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
692855,3544353,Miguel,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41261,-3.7088,74.25,Entire place,4,1,1,2,1,0,1,0,0,0,0,0,0,2,3,1125,222,4.85,4.91,4.93,4.9,4.92,4.95,4.82,T,F,2.15
750257,130907,Dana,0.25,0.5,F,3,3,F,Madrid,Universidad,Centro,40.42057,-3.70486,74.25,Entire place,2,1,1,1,1,0,1,0,0,0,0,0,0,2,5,90,23,4.26,4.5,4.83,4.78,4.78,4.59,4.26,T,F,0.24
759575,690223,Alejandro,1.0,1.0,F,1,1,T,Madrid,Justicia,Centro,40.42333,-3.69989,97.02,Entire place,5,2,2,5,1,0,0,0,0,0,0,0,0,1,3,365,58,4.29,4.41,4.32,4.53,4.58,4.88,4.28,T,F,0.57
970485,5302455,Teressa,0.0,0.0,F,1,1,T,Madrid,Jerónimos,Retiro,40.41835,-3.68955,346.5,Entire place,16,5,5,13,1,0,1,0,0,0,0,0,0,2,5,100,83,4.9,4.86,4.93,4.94,4.83,4.9,4.79,T,T,0.82
1094899,6015437,Antonio,0.0,0.0,F,1,1,F,Madrid,Peñagrande,Fuencarral - El Pardo,40.47972,-3.73216,24.75,Private room,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
1105481,5967533,Isabel,0.0,0.0,F,0,0,F,Madrid,Trafalgar,Chamberí,40.42951,-3.7019,49.5,Private room,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
1153128,6319722,Alejandra,0.8,1.0,F,2,2,T,Madrid,Trafalgar,Chamberí,40.43752,-3.70019,43.56,Private room,1,1,1,0,1,0,1,0,0,0,0,0,0,2,60,365,21,4.79,4.86,4.76,4.86,4.86,4.95,4.86,T,F,0.22
1263329,4304796,Aaron,0.0,0.0,F,3,3,T,Madrid,Delicias,Arganzuela,40.39848,-3.69692,43.56,Private room,3,1,1,0,1,0,0,0,0,0,0,0,0,1,2,30,333,4.86,4.84,4.85,4.93,4.94,4.81,4.85,T,F,3.43
1361648,7392246,Santiago,0.5,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.40856,-3.70269,34.65,Private room,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1125,10,4.86,4.86,4.43,5.0,5.0,4.86,4.71,T,T,0.25
1656392,8242728,Sofia,0.0,0.0,F,2,2,F,Madrid,Jerónimos,Retiro,40.40901,-3.68895,49.5,Private room,1,1,1,1,1,0,0,0,0,0,0,1,0,2,30,360,54,4.17,4.22,4.37,4.57,4.5,4.67,4.39,T,F,0.56
1678262,8879010,Jose,1.0,1.0,F,1,1,T,Madrid,Universidad,Centro,40.42192,-3.70427,67.32,Entire place,3,1,1,2,1,0,1,0,0,0,0,0,0,2,3,365,45,4.64,4.84,4.38,4.84,4.89,4.96,4.49,T,F,0.72
1704065,8996173,Maria Luisa,0.57,0.0,T,1,1,F,Madrid,Embajadores,Centro,40.41135,-3.69868,69.3,Entire place,7,1,2,4,1,0,1,0,0,0,0,0,0,2,2,365,331,4.5,4.5,4.72,4.89,4.83,4.88,4.53,T,F,3.46
1717787,4587865,Xavi,0.57,0.67,F,1,1,T,Madrid,Sol,Centro,40.4156,-3.70415,137.60999999999999,Entire place,5,2,2,3,0,0,0,0,0,0,0,0,0,0,2,1125,109,4.48,4.74,4.54,4.63,4.6,4.92,4.7,T,T,1.14
1886633,9814959,Ramon,1.0,0.98,F,1,1,T,Madrid,Palacio,Centro,40.41793,-3.71183,415.8,Entire place,4,2,2,3,1,0,1,0,0,0,0,0,0,2,3,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,T,0.0
1927108,9982624,Gaelle,0.38,0.0,F,1,1,F,Madrid,Trafalgar,Chamberí,40.43089,-3.70486,29.7,Private room,13,3,7,2,0,0,0,0,0,0,0,0,1,1,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
1928544,6816554,Luisa,0.33,0.0,F,2,2,F,Madrid,Gaztambide,Chamberí,40.43344,-3.7146,50.49,Private room,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
2091363,10672940,Daiana,0.0,0.0,F,2,2,F,Madrid,Puerta del Angel,Latina,40.41203,-3.72582,27.72,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.02
2239216,6104270,Monica,0.0,0.0,F,1,1,T,Madrid,Prosperidad,Chamartín,40.44317,-3.67298,24.75,Private room,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,7,1,4.0,5.0,5.0,4.0,4.0,4.0,4.0,T,T,0.01
2895896,14800337,Laura,0.5,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41047,-3.7089,94.05,Entire place,2,1,2,2,0,0,1,0,0,0,0,0,0,1,7,1125,22,4.48,4.76,4.95,4.81,4.86,4.76,4.67,T,F,0.26
3197869,16205347,Gema E Igor,0.0,0.0,F,1,1,T,Madrid,Ciudad Universitaria,Moncloa - Aravaca,40.44739,-3.71322,77.22,Entire place,4,2,2,3,1,0,1,0,0,0,0,1,0,3,3,1125,23,4.96,5.0,4.96,4.86,5.0,4.86,4.95,T,F,0.27
3360988,16955115,Javier,0.0,0.0,F,1,1,F,Madrid,Delicias,Arganzuela,40.39972,-3.69364,38.61,Private room,2,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1125,56,4.91,4.91,4.91,4.95,4.98,4.88,4.86,T,F,0.71
3532218,7872075,Cátia,0.0,0.0,F,1,1,T,Madrid,Acacias,Arganzuela,40.40097,-3.70109,34.65,Private room,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2,1125,28,4.93,4.93,4.93,4.89,4.93,4.89,4.89,T,F,0.38
3745053,11172003,Belen,0.0,0.0,F,10,10,T,Madrid,Trafalgar,Chamberí,40.42883,-3.69649,44.55,Private room,1,6,1,1,1,0,1,0,0,0,0,0,0,2,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
4290526,22273662,Jorge,0.0,0.0,F,1,1,T,Madrid,Hispanoamérica,Chamartín,40.45446,-3.66849,47.519999999999996,Private room,2,2,1,1,0,0,0,0,0,1,0,0,0,1,2,15,45,4.71,4.82,4.75,4.95,4.96,4.82,4.73,T,F,0.57
4300491,22324342,Antonino,0.0,0.0,F,1,1,T,Madrid,Butarque,Villaverde,40.34322,-3.68351,21.78,Private room,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1125,12,4.67,4.73,4.8,4.82,4.64,4.18,4.82,T,F,0.14
4327734,7236110,Abraham,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42498,-3.70997,58.41,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
4338303,9323145,Arsenio,0.0,0.0,F,1,1,T,Madrid,Fuente del Berro,Salamanca,40.42639,-3.66674,93.06,Entire place,3,1,1,2,0,0,1,0,0,0,0,1,0,2,6,1125,23,4.61,4.78,4.65,4.82,4.87,4.64,4.41,T,F,0.28
4413759,8663665,Javier,1.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.41766,-3.70881,117.81,Entire place,2,1,1,1,1,0,1,0,0,0,0,1,0,3,2,7,46,4.74,4.8,4.65,4.87,4.89,4.96,4.62,T,F,0.76
4812872,24787953,Iria,0.0,0.0,F,1,1,F,Madrid,Universidad,Centro,40.42852,-3.71445,64.35,Entire place,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1125,42,4.7,4.71,4.37,5.0,4.97,4.87,4.41,T,F,0.54
4876909,25088891,Marisol,0.8,0.7,T,1,1,T,Madrid,Prosperidad,Chamartín,40.44292,-3.67562,104.94,Entire place,5,1,2,3,1,0,1,0,0,0,0,1,0,3,2,1125,111,4.62,4.65,4.6,4.82,4.82,4.63,4.51,T,F,1.38
5083805,26258421,Rosa,0.0,0.0,F,1,1,T,Madrid,Argüelles,Moncloa - Aravaca,40.43178,-3.71738,47.519999999999996,Private room,3,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.03
5105790,26382322,Pablus,0.0,0.0,F,1,1,F,Madrid,Embajadores,Centro,40.41098,-3.70126,48.51,Entire place,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1125,39,4.33,4.67,4.18,4.95,4.95,4.66,4.32,T,T,0.58
5111331,7746124,Álvar,1.0,1.0,F,1,1,T,Madrid,Sol,Centro,40.41401,-3.70757,93.06,Entire place,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,31,58,4.88,4.9,4.91,5.0,4.86,4.91,4.77,T,F,0.82
5225035,27037481,Amaya,1.0,0.0,T,1,1,T,Madrid,Embajadores,Centro,40.41213,-3.70117,64.35,Entire place,3,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1125,48,4.69,4.6,4.65,4.9,4.98,4.96,4.63,T,T,0.76
5417939,28085895,Oski,0.0,0.0,F,1,1,T,Madrid,Imperial,Arganzuela,40.41327,-3.71866,24.75,Private room,1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,1125,66,4.77,4.89,4.66,4.92,4.95,4.83,4.83,T,F,0.85
5440261,23656496,Miguel,0.0,1.0,F,2,2,T,Madrid,Quintana,Ciudad Lineal,40.43667,-3.64571,19.8,Private room,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,9,11,4.82,4.91,4.36,5.0,5.0,5.0,4.73,T,F,0.56
5672272,606925,Noelia,1.0,0.6,T,3,3,T,Madrid,Embajadores,Centro,40.4107,-3.7057,48.51,Entire place,4,1,1,2,1,0,0,0,0,0,0,0,0,1,2,1125,183,4.72,4.76,4.76,4.83,4.83,4.88,4.71,T,T,2.32
5740305,25633808,Beatriz,0.6,0.0,F,1,1,T,Madrid,Salvador,San Blas - Canillejas,40.44121,-3.63667,66.33,Entire place,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1125,80,4.6,4.75,4.4,4.77,4.77,4.74,4.51,T,F,1.02
6140219,1738341,Guillermo,0.89,0.64,F,2,2,T,Madrid,Embajadores,Centro,40.40808,-3.70007,102.96,Entire place,6,1,1,3,1,0,1,0,0,0,0,0,0,2,1,1125,56,4.09,4.25,4.35,4.71,4.69,4.54,4.23,T,F,0.77
6215979,9430153,Emilio,0.0,0.0,F,1,1,T,Madrid,Atocha,Arganzuela,40.40152,-3.68443,30.69,Private room,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,30,8,4.83,4.5,4.67,4.75,4.83,4.5,4.5,T,F,0.1
6244218,17241162,Natalia,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41343,-3.70512,37.62,Private room,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1125,161,4.8,4.84,4.82,4.89,4.9,4.94,4.81,T,F,2.1
6398938,32850062,Rosemarie,0.0,0.0,F,1,1,T,Madrid,Universidad,Centro,40.42507,-3.70469,50.49,Private room,2,1,1,2,0,0,0,0,0,0,0,0,0,0,3,7,13,4.0,3.63,3.78,4.22,4.89,4.89,4.13,T,F,0.17
6413102,4473761,Mari Carmen,0.0,0.0,F,2,2,F,Madrid,Campamento,Latina,40.39786,-3.76865,24.75,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,26,4.73,4.62,4.92,4.85,4.92,4.58,4.73,T,F,0.47
6518604,6479768,Konstantinos,1.0,0.4,F,1,1,T,Madrid,Cortes,Centro,40.41213,-3.69336,39.6,Entire place,2,1,1,2,1,0,1,0,0,0,0,1,0,3,20,1125,71,4.76,4.77,4.62,4.94,4.93,4.94,4.7,T,F,0.93
6542779,24710433,Alvaro,0.9,1.0,T,2,2,T,Madrid,Palacio,Centro,40.41117,-3.70979,104.94,Entire place,4,2,1,1,1,0,1,0,0,0,0,0,1,3,4,1124,70,4.88,4.93,4.99,4.94,4.99,4.96,4.82,T,T,0.92
6568035,16987500,Sara,1.0,0.0,F,1,1,T,Madrid,Ibiza,Retiro,40.42056,-3.67593,94.05,Entire place,4,1,2,3,1,0,1,0,0,0,0,0,0,2,2,15,76,4.92,4.9,4.84,4.93,4.99,4.97,4.88,T,F,1.01
6606334,32319122,Oscar,0.75,0.0,F,3,3,T,Madrid,Chopera,Arganzuela,40.39445,-3.69626,37.62,Private room,1,1,1,2,1,0,1,0,0,0,0,0,0,2,2,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
6631126,11320061,Donato,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.40826,-3.70232,30.69,Private room,2,1,1,1,1,0,1,0,0,0,0,0,0,2,2,10,5,4.75,4.75,5.0,4.75,5.0,4.75,4.75,T,F,0.08
6636431,3157621,James,0.0,0.0,F,1,1,T,Madrid,Trafalgar,Chamberí,40.43282,-3.701,33.66,Private room,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1125,198,4.85,4.93,4.82,4.95,4.95,4.92,4.87,T,F,2.66
6647742,13053383,Ana,1.0,0.0,F,4,4,T,Madrid,Universidad,Centro,40.42335,-3.70469,49.5,Entire place,2,1,1,2,0,0,1,0,0,0,0,0,0,1,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.01
6649126,18532795,Cecilia,1.0,0.25,F,0,0,T,Madrid,Embajadores,Centro,40.41086,-3.70484,47.519999999999996,Entire place,3,1,2,2,0,0,0,0,0,0,0,1,0,1,7,60,10,4.9,5.0,4.9,4.89,5.0,4.89,4.89,T,F,0.21
6681663,34973990,Elías,1.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40613,-3.69695,29.7,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1125,62,4.89,4.97,4.85,4.97,4.98,4.97,4.9,T,F,0.95
6724149,17504225,Carlos,0.5,0.0,F,2,2,T,Madrid,Ciudad Jardín,Chamartín,40.44815,-3.67417,69.3,Entire place,2,2,2,2,1,0,0,0,0,0,0,0,0,1,5,1125,6,5.0,4.83,4.67,5.0,5.0,4.83,4.83,T,F,0.08
6739068,35290361,Claudio,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.40993,-3.70255,204.93,Entire place,6,1,3,6,0,0,1,0,0,0,0,0,0,1,7,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
6849114,3951668,Pablo,1.0,1.0,F,0,0,F,Madrid,Universidad,Centro,40.42545,-3.70184,92.07,Entire place,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1125,45,4.67,4.63,4.3,4.77,4.88,4.86,4.6,T,T,0.63
6895009,36129971,Maurizio,0.0,0.0,F,1,1,T,Madrid,Cortes,Centro,40.41486,-3.70252,45.54,Private room,2,1,1,1,1,0,1,0,0,0,0,0,0,2,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
6950087,35050911,José María,1.0,0.92,T,2,2,T,Madrid,Palos de Moguer,Arganzuela,40.40166,-3.69054,39.6,Entire place,2,1,1,1,0,0,1,0,0,0,0,1,0,2,2,60,139,4.75,4.82,4.81,4.9,4.89,4.7,4.75,T,F,1.84
6982716,36510810,Luis,0.8,0.5,F,2,2,T,Madrid,Cortes,Centro,40.4144,-3.6963,28.71,Private room,2,1,1,1,1,0,0,0,0,0,0,0,0,1,5,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
7014936,36772792,Ricardo,0.89,0.43,F,1,1,T,Madrid,Embajadores,Centro,40.40972,-3.70859,40.589999999999996,Entire place,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1125,8,4.38,4.5,4.25,5.0,5.0,4.75,4.63,T,F,0.12
7080318,4893015,Miriam,0.0,0.0,F,1,1,F,Madrid,Sol,Centro,40.41536,-3.70471,127.71,Entire place,4,2,1,2,0,0,1,0,0,0,0,0,0,1,3,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
7100128,29977184,Matute,0.0,0.0,F,9,9,F,Madrid,Cortes,Centro,40.41283,-3.69906,188.1,Entire place,2,1,1,1,1,0,1,0,0,0,0,0,0,2,1,11111111,15,4.69,4.85,4.69,4.77,4.77,5.0,4.54,T,T,0.2
7188392,30412896,Jose,0.0,0.0,F,1,1,T,Madrid,Berruguete,Tetuán,40.45774,-3.70133,34.65,Entire place,3,1,1,2,1,0,1,0,0,0,0,0,0,2,4,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
7351429,38520967,Carlos,1.0,1.0,F,0,0,T,Madrid,Arcos,San Blas - Canillejas,40.42543752406,-3.620180431501372,17.82,Private room,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
7651308,40151078,Avelina,0.0,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41084,-3.69892,39.6,Entire place,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
7832520,1485205,George,0.0,0.0,F,2,2,T,Madrid,Cortes,Centro,40.41484,-3.69919,95.03999999999999,Entire place,2,1,1,2,0,0,1,0,0,0,0,0,0,1,3,1125,5,4.75,5.0,4.75,4.75,4.75,5.0,4.5,T,F,0.08
7926723,41797008,Mer,0.0,0.0,F,1,1,F,Madrid,Comillas,Carabanchel,40.39587,-3.71356,79.2,Entire place,2,1,1,1,1,0,1,0,0,0,0,0,0,2,6,30,16,4.27,4.6,4.67,4.93,5.0,4.13,4.4,T,F,0.25
8059488,42569731,Antonio,0.0,0.0,F,2,2,F,Madrid,Universidad,Centro,40.42768,-3.70191,94.05,Entire place,4,1,1,2,1,0,1,0,0,0,0,0,0,2,14,1125,54,4.89,4.89,4.89,4.92,4.98,4.98,4.69,T,F,0.75
8105404,42763254,Siomara,0.83,0.0,F,1,1,T,Madrid,Ventas,Ciudad Lineal,40.42739,-3.65618,20.79,Private room,2,1,1,1,1,0,0,0,0,0,0,0,0,1,7,1125,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.04
8165824,43099214,Olga,1.0,0.83,F,1,1,T,Madrid,Rios Rosas,Chamberí,40.44039,-3.69812,24.75,Private room,2,1,1,1,1,0,1,0,0,0,0,0,1,3,1,7,31,4.87,4.87,4.94,4.77,4.87,4.81,4.9,T,F,0.42
8376787,44148590,Macarena,1.0,0.0,F,1,1,F,Madrid,Valdefuentes,Hortaleza,40.48556,-3.66573,108.9,Entire place,2,1,1,0,1,0,1,0,0,0,0,0,0,2,3,1125,17,5.0,5.0,4.94,5.0,4.94,4.88,4.94,T,F,0.26
8667962,26551999,Manu & Rose,0.0,0.0,T,1,1,T,Madrid,Argüelles,Moncloa - Aravaca,40.42504,-3.71238,39.6,Private room,2,2,1,2,1,0,1,0,0,0,0,0,0,2,3,10,230,4.9,4.9,4.96,4.96,4.92,4.96,4.84,T,F,3.25
8694208,40180607,James,1.0,0.0,F,2,2,T,Madrid,Ventas,Ciudad Lineal,40.41933,-3.65106,41.58,Entire place,4,1,2,2,1,0,1,0,0,0,0,1,0,3,2,16,13,4.46,4.69,4.38,4.85,4.85,4.08,4.46,T,F,0.19
8798083,46102927,Meggy,1.0,0.0,F,2,2,T,Madrid,Quintana,Ciudad Lineal,40.43954,-3.64265,12.87,Private room,2,1,1,2,0,0,0,0,0,0,0,0,0,0,10,180,225,4.8,4.87,4.89,4.88,4.93,4.53,4.78,T,F,3.16
8826607,46231239,Isidro,0.0,0.0,F,1,1,F,Madrid,Ventas,Ciudad Lineal,40.42911,-3.65497,24.75,Private room,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2,4,2,5.0,4.5,5.0,5.0,5.0,4.0,4.5,T,F,0.05
8851984,19730570,Alvaro,0.0,1.0,T,1,1,T,Madrid,Trafalgar,Chamberí,40.43555,-3.7034,65.34,Entire place,4,1,2,2,1,0,0,0,0,0,0,0,0,1,30,365,28,4.85,4.89,4.89,4.96,4.96,4.74,4.89,T,F,0.39
8946466,19033794,Bárbara,1.0,1.0,T,2,2,T,Madrid,Ciudad Jardín,Chamartín,40.44543,-3.67359,44.55,Private room,2,1,1,1,1,0,1,0,0,0,0,0,1,3,4,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.02
8948488,46773436,Faustino,1.0,1.0,F,3,3,T,Madrid,Embajadores,Centro,40.40977,-3.69593,95.03999999999999,Entire place,3,1,2,2,1,0,0,0,0,0,0,0,0,1,1,150,53,4.67,4.82,4.78,4.92,4.8,4.88,4.69,T,T,0.75
9108730,41274031,Lucero,1.0,0.2,F,1,1,T,Madrid,Embajadores,Centro,40.41075,-3.69739,47.519999999999996,Entire place,1,1,1,1,0,0,0,0,0,0,0,1,0,1,3,333,16,4.5,4.86,4.64,4.79,4.86,5.0,4.64,T,F,0.24
9267436,48137603,Alberto,0.0,0.0,F,1,1,F,Madrid,Imperial,Arganzuela,40.41181,-3.72069,34.65,Private room,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T,F,0.0
9379442,4270801,Jose Antonio,0.0,0.0,T,1,1,T,Madrid,Embajadores,Centro,40.40925,-3.70261,63.36,Entire place,4,1,1,2,1,0,1,0,0,0,0,1,0,3,2,1125,94,4.94,4.96,4.89,4.98,5.0,4.87,4.88,T,F,1.69
9519748,134086,Ana B,0.17,0.0,F,1,1,T,Madrid,Embajadores,Centro,40.41077,-3.70607,102.96,Entire place,4,1,1,2,0,0,0,0,0,0,0,0,0,0,4,1125,22,4.47,4.74,4.47,4.53,4.68,4.63,4.26,T,F,0.31
9740740,6723066,Alberto,0.5,0.5,F,1,1,T,Madrid,Almenara,Tetuán,40.47077,-3.70091,54.45,Entire place,2,1,1,1,0,0,1,0,0,0,0,1,0,2,3,1125,23,4.75,4.8,4.5,4.85,4.8,4.35,4.65,T,F,0.33
9776551,7901550,Jacek,0.0,0.0,F,1,1,T,Madrid,Palacio,Centro,40.42022,-3.70641,17.82,Private room,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,16,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,T,F,0.01
9856865,50736423,Maddy,0.0,0.0,F,1,1,T,Madrid,Palos de Moguer,Arganzuela,40.40637,-3.69424,108.9,Entire place,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1125,116,4.4,4.57,4.51,4.66,4.67,4.75,4.32,T,F,1.67
9862245,47983688,Francisco,0.75,1.0,F,1,1,T,Madrid,Justicia,Centro,40.42397,-3.6996,49.5,Entire place,3,1,1,2,1,0,1,0,0,0,0,0,0,2,2,1125,96,4.77,4.89,4.81,4.94,4.93,4.98,4.81,T,F,1.38
