id,listing_id,host_id,host_name,city,district,neighbourhood,latitude,longitude,house_type,bathrooms,bedrooms,amenity_score,monthly_earning_€,type
45,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,4,3662.0,sale
46,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Duplex,2.0,3,2,2855.0,sale
47,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,2,2202.0,sale
48,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1566.0,sale
49,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3997.0,sale
50,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,3.0,3,5,4323.0,sale
51,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,3,3181.0,sale
52,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1223.0,sale
53,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Lofts,1.0,2,6,4853.0,sale
54,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,4,4486.0,sale
55,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1786.0,sale
56,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,3059.0,sale
57,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,1,1794.0,sale
58,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3662.0,sale
59,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,3,2651.0,sale
60,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1786.0,sale
61,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Lofts,2.0,2,8,5546.0,sale
62,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,5057.0,sale
63,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,3,3548.0,sale
64,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,1101.0,sale
65,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1631.0,sale
66,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,3,2039.0,sale
67,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Duplex,1.0,2,4,1672.0,sale
68,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Unknown,1.0,0,0,1550.0,sale
69,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,8,4405.0,sale
70,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,2,1305.0,sale
71,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,3915.0,sale
72,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,1713.0,sale
73,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,1,1627.0,sale
74,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,5,2928.0,sale
75,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Unknown,1.0,0,3,1958.0,sale
76,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,4,3303.0,sale
77,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,4,2855.0,sale
78,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,5,2569.0,sale
79,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Duplex,1.0,1,6,2447.0,sale
80,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,3,3662.0,sale
81,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,3956.0,sale
82,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,5,4078.0,sale
83,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,2,3263.0,sale
84,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,1672.0,sale
85,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3507.0,sale
86,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,3,3467.0,sale
87,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,2,2031.0,sale
88,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,3,2732.0,sale
89,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,3,2569.0,sale
90,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,3467.0,sale
91,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,4812.0,sale
92,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,1272.0,sale
93,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,3.0,5,3,4812.0,sale
94,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,3263.0,sale
95,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3630.0,sale
96,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,2773.0,sale
97,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,4,4282.0,sale
98,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,2,1794.0,sale
99,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,9.0,9,3,4853.0,sale
100,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3581.0,sale
101,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,3254.0,sale
102,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,4,3744.0,sale
103,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,4,5,3263.0,sale
104,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,5,2732.0,sale
105,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,4,2896.0,sale
106,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Unknown,1.0,0,0,1297.0,sale
107,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,2,2284.0,sale
108,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3344.0,sale
109,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3344.0,sale
110,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,2,1044.0,sale
111,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,1,4,3426.0,sale
112,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,3,3467.0,sale
113,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,3997.0,sale
114,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,2406.0,sale
115,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,3956.0,sale
116,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,2887.0,sale
117,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1264.0,sale
118,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1525.0,sale
119,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,4,2855.0,sale
120,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,3744.0,sale
121,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3662.0,sale
122,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,4405.0,sale
123,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,4,2610.0,sale
124,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,3,2512.0,sale
125,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,3,4649.0,sale
126,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,2928.0,sale
127,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,4,1794.0,sale
128,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,7,3589.0,sale
129,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,6338.0,sale
130,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Unknown,1.0,0,3,1215.0,sale
131,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,1,4,2529.0,sale
132,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,2,3,2855.0,sale
133,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,3,2732.0,sale
134,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,4,3662.0,sale
135,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,3,2651.0,sale
136,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,6,3956.0,sale
137,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,6,4201.0,sale
138,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,4,2,2079.0,sale
139,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,1,3254.0,sale
140,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,3,1998.0,sale
141,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,2,3548.0,sale
142,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,3,2928.0,sale
143,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,2,2928.0,sale
144,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,5,2855.0,sale
145,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,2,1975.0,sale
146,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,4,2325.0,sale
147,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,3662.0,sale
148,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,3,3467.0,sale
149,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,2,4,2855.0,sale
150,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,5,5114.0,sale
151,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,7,4192.0,sale
152,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,4,3018.0,sale
153,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,5,4560.0,sale
154,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,2,2,2651.0,sale
155,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,4,4,5791.0,sale
156,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,2,5,3344.0,sale
157,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,1,1786.0,sale
158,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,900.0,rent
159,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,0.0,1,0,750.0,rent
160,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1375.0,rent
161,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1200.0,rent
162,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,2,0,1200.0,rent
163,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,650.0,rent
164,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,1090.0,rent
165,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,995.0,rent
166,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,1500.0,rent
167,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1250.0,rent
168,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,5.0,1,0,1200.0,rent
169,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,3.0,2,0,1400.0,rent
170,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,975.0,rent
171,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,3.0,1,0,1500.0,rent
172,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,4.0,2,0,1250.0,rent
173,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,1360.0,rent
174,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,1,0,1400.0,rent
175,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,0,1400.0,rent
176,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,3.0,4,0,780.0,rent
177,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1225.0,rent
178,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,775.0,rent
179,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1600.0,rent
180,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,2,0,1200.0,rent
181,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,0,590.0,rent
182,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,1.0,3,0,550.0,rent
183,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,5,0,1600.0,rent
184,2222,2222,Unknown,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Flat,2.0,3,0,695.0,rent
185,3532218,7872075,Cátia,Madrid,Arganzuela,Acacias,40.40097,-3.70109,Room,1.0,1,2,1053.9374999999998,airbnb
186,15999012,103024185,Martin Carmen,Madrid,Arganzuela,Acacias,40.4053,-3.71078,Room,1.0,1,2,1060.884,airbnb
187,22135868,28387700,Raquel,Madrid,Arganzuela,Acacias,40.40144,-3.7023,Room,1.0,1,0,915.75,airbnb
188,28945675,65788123,Aspiritou,Madrid,Arganzuela,Acacias,40.40281,-3.70281,Room,1.0,1,1,708.84,airbnb
189,31283933,4752914,Ramon,Madrid,Arganzuela,Acacias,40.40185,-3.70992,Room,2.0,1,3,2104.457142857143,airbnb
190,32433396,218572090,Apartamento Acacias,Madrid,Arganzuela,Acacias,40.40531,-3.70552,Flat,1.0,1,0,1386.0,airbnb
191,38544854,159761700,Daniela,Madrid,Arganzuela,Acacias,40.39968,-3.70102,Flat,1.0,1,1,2190.375,airbnb
192,40702468,315915358,Antonio,Madrid,Arganzuela,Acacias,40.40116,-3.71042,Room,1.0,1,2,1470.15,airbnb
193,42310991,17864292,Yass,Madrid,Arganzuela,Acacias,40.40361,-3.71221,Room,1.0,1,0,1448.172,airbnb
194,47573286,147216228,María Soledad,Madrid,Arganzuela,Acacias,40.40598,-3.71109,Flat,2.0,2,2,6279.428571428572,airbnb
195,49441131,398757147,Asia,Madrid,Arganzuela,Acacias,40.40299,-3.70612,Room,1.0,1,3,386.1,airbnb
196,51123317,198694448,Jesús,Madrid,Arganzuela,Acacias,40.399063,-3.70125,Room,1.0,1,3,417.945,airbnb
197,678413,3451933,Andrea,Madrid,Arganzuela,Acacias,40.40419,-3.70383,Flat,1.0,1,2,1524.6,airbnb
198,15642904,27864868,Oliver,Madrid,Arganzuela,Acacias,40.40519,-3.71062,Flat,1.0,1,0,1999.0575,airbnb
199,18441218,102976327,Rocio,Madrid,Arganzuela,Acacias,40.40013,-3.70123,Room,1.0,1,0,1126.125,airbnb
200,35009944,262215460,Wilmer,Madrid,Arganzuela,Acacias,40.40455,-3.70254,Room,1.0,1,1,1422.3000000000002,airbnb
201,50852208,72622189,Veronica,Madrid,Arganzuela,Acacias,40.39996,-3.70103,Room,1.0,1,2,3298.7625,airbnb
202,53016482,429189983,Mireya,Madrid,Arganzuela,Acacias,40.40525,-3.70447,Room,1.0,1,1,356.4,airbnb
203,18133481,23849660,Andrés,Madrid,Arganzuela,Acacias,40.40096,-3.70048,Room,1.0,1,2,2995.9875,airbnb
204,34664988,178673698,DDavid,Madrid,Arganzuela,Acacias,40.40305,-3.70449,Flat,1.0,1,2,39352.5,airbnb
205,34834250,14361974,Pedro A,Madrid,Arganzuela,Acacias,40.4025,-3.70826,Room,1.0,2,2,15468.75,airbnb
206,34863296,122039259,Miguel,Madrid,Arganzuela,Acacias,40.39845,-3.70187,Room,1.0,2,2,16929.0,airbnb
207,36149065,252972392,Ángeel,Madrid,Arganzuela,Acacias,40.40037,-3.70345,Flat,1.0,1,4,2240.228571428572,airbnb
208,36199799,90287015,Ricardo,Madrid,Arganzuela,Acacias,40.40411,-3.70993,Room,1.0,1,1,44.54999999999999,airbnb
209,44313484,309916236,Gabriela Ines,Madrid,Arganzuela,Acacias,40.39998,-3.70114,Room,2.0,1,0,473.22,airbnb
210,50183630,69246357,Noelia,Madrid,Arganzuela,Acacias,40.4031,-3.70339,Flat,1.0,1,1,2163.15,airbnb
211,51005339,412615056,Maria Aurora,Madrid,Arganzuela,Acacias,40.40245,-3.70357,Flat,1.0,1,1,3581.655,airbnb
212,52700574,362833270,Paqui,Madrid,Arganzuela,Acacias,40.40506,-3.70552,Room,1.0,1,5,306.24,airbnb
213,52787391,21207250,Elena,Madrid,Arganzuela,Acacias,40.39809,-3.70737,Flat,1.0,1,5,4325.475,airbnb
214,53323381,22950224,Isabel,Madrid,Arganzuela,Acacias,40.40457,-3.70838,Room,1.0,1,5,348.48,airbnb
215,54171710,11371280,Paqui,Madrid,Arganzuela,Acacias,40.40583,-3.708,Room,1.0,1,2,613.8,airbnb
216,625566,2773350,Ainhoa,Madrid,Arganzuela,Acacias,40.40349,-3.70418,Flat,2.0,1,3,3143.25,airbnb
217,3591352,18091849,Susana,Madrid,Arganzuela,Acacias,40.40254,-3.70196,Room,1.0,1,2,1450.6799999999998,airbnb
218,4604168,23858815,Kristina,Madrid,Arganzuela,Acacias,40.4024,-3.70083,Room,1.0,1,0,2043.1125,airbnb
219,5336454,27652648,Isabel,Madrid,Arganzuela,Acacias,40.40575,-3.71073,Room,1.0,1,1,6088.5,airbnb
220,5541728,3884805,Manuel,Madrid,Arganzuela,Acacias,40.40066,-3.70183,Room,1.0,1,0,3143.25,airbnb
221,6885070,36074091,Rosario,Madrid,Arganzuela,Acacias,40.39867,-3.70149,Flat,1.0,1,1,1833.5625,airbnb
222,6861360,3591751,Fernando,Madrid,Arganzuela,Acacias,40.40456,-3.70482,Room,1.0,1,2,935.55,airbnb
223,7185251,37643913,Noemí,Madrid,Arganzuela,Acacias,40.40232,-3.70909,Room,1.0,1,3,2098.8,airbnb
224,7343758,38326838,Lourdes,Madrid,Arganzuela,Acacias,40.40259,-3.70243,Flat,1.0,1,2,6310.424999999999,airbnb
